lookup,comp,plan,sex,state,units,age,inprem,reprem,area,effdate,areach,agetype,comm,tobacco,emptype
579311261FS,005,5793,0,11,000000000,026,0000907,0000907,000,10012019,N,I,N,S,1F
579311271FS,005,5793,0,11,000000000,027,0000907,0000907,000,10012019,N,I,N,S,1F
579311281FS,005,5793,0,11,000000000,028,0000907,0000907,000,10012019,N,I,N,S,1F
579311291FS,005,5793,0,11,000000000,029,0000907,0000907,000,10012019,N,I,N,S,1F
579311301FS,005,5793,0,11,000000000,030,0001628,0001628,000,10012019,N,I,N,S,1F
579311311FS,005,5793,0,11,000000000,031,0001628,0001628,000,10012019,N,I,N,S,1F
579311321FS,005,5793,0,11,000000000,032,0001628,0001628,000,10012019,N,I,N,S,1F
579311331FS,005,5793,0,11,000000000,033,0001628,0001628,000,10012019,N,I,N,S,1F
579311341FS,005,5793,0,11,000000000,034,0001628,0001628,000,10012019,N,I,N,S,1F
579311351FS,005,5793,0,11,000000000,035,0002276,0002276,000,10012019,N,I,N,S,1F
579311361FS,005,5793,0,11,000000000,036,0002276,0002276,000,10012019,N,I,N,S,1F
579311371FS,005,5793,0,11,000000000,037,0002276,0002276,000,10012019,N,I,N,S,1F
579311381FS,005,5793,0,11,000000000,038,0002276,0002276,000,10012019,N,I,N,S,1F
579311391FS,005,5793,0,11,000000000,039,0002276,0002276,000,10012019,N,I,N,S,1F
579311401FS,005,5793,0,11,000000000,040,0003033,0003033,000,10012019,N,I,N,S,1F
579311411FS,005,5793,0,11,000000000,041,0003033,0003033,000,10012019,N,I,N,S,1F
579311421FS,005,5793,0,11,000000000,042,0003033,0003033,000,10012019,N,I,N,S,1F
579311431FS,005,5793,0,11,000000000,043,0003033,0003033,000,10012019,N,I,N,S,1F
579311441FS,005,5793,0,11,000000000,044,0003033,0003033,000,10012019,N,I,N,S,1F
579311451FS,005,5793,0,11,000000000,045,0004352,0004352,000,10012019,N,I,N,S,1F
579311461FS,005,5793,0,11,000000000,046,0004352,0004352,000,10012019,N,I,N,S,1F
579311471FS,005,5793,0,11,000000000,047,0004352,0004352,000,10012019,N,I,N,S,1F
579311481FS,005,5793,0,11,000000000,048,0004352,0004352,000,10012019,N,I,N,S,1F
579311491FS,005,5793,0,11,000000000,049,0004352,0004352,000,10012019,N,I,N,S,1F
579311501FS,005,5793,0,11,000000000,050,0005637,0005637,000,10012019,N,I,N,S,1F
579311511FS,005,5793,0,11,000000000,051,0005637,0005637,000,10012019,N,I,N,S,1F
579311521FS,005,5793,0,11,000000000,052,0005637,0005637,000,10012019,N,I,N,S,1F
579311531FS,005,5793,0,11,000000000,053,0005637,0005637,000,10012019,N,I,N,S,1F
579311541FS,005,5793,0,11,000000000,054,0005637,0005637,000,10012019,N,I,N,S,1F
579311551FS,005,5793,0,11,000000000,055,0006584,0006584,000,10012019,N,I,N,S,1F
579311561FS,005,5793,0,11,000000000,056,0006584,0006584,000,10012019,N,I,N,S,1F
579311571FS,005,5793,0,11,000000000,057,0006584,0006584,000,10012019,N,I,N,S,1F
579311581FS,005,5793,0,11,000000000,058,0006584,0006584,000,10012019,N,I,N,S,1F
579311591FS,005,5793,0,11,000000000,059,0006584,0006584,000,10012019,N,I,N,S,1F
579311601FS,005,5793,0,11,000000000,060,0007431,0007431,000,10012019,N,I,N,S,1F
579311611FS,005,5793,0,11,000000000,061,0007431,0007431,000,10012019,N,I,N,S,1F
579311621FS,005,5793,0,11,000000000,062,0007431,0007431,000,10012019,N,I,N,S,1F
579311631FS,005,5793,0,11,000000000,063,0007431,0007431,000,10012019,N,I,N,S,1F
579311641FS,005,5793,0,11,000000000,064,0007431,0007431,000,10012019,N,I,N,S,1F
579311651FS,005,5793,0,11,000000000,065,0008299,0008299,000,10012019,N,I,N,S,1F
579311661FS,005,5793,0,11,000000000,066,0008299,0008299,000,10012019,N,I,N,S,1F
579311671FS,005,5793,0,11,000000000,067,0008299,0008299,000,10012019,N,I,N,S,1F
579311681FS,005,5793,0,11,000000000,068,0008299,0008299,000,10012019,N,I,N,S,1F
579311691FS,005,5793,0,11,000000000,069,0008299,0008299,000,10012019,N,I,N,S,1F
579311701FS,005,5793,0,11,000000000,070,0008359,0008359,000,10012019,N,I,N,S,1F
579311711FS,005,5793,0,11,000000000,071,0008359,0008359,000,10012019,N,I,N,S,1F
579311721FS,005,5793,0,11,000000000,072,0008359,0008359,000,10012019,N,I,N,S,1F
579311731FS,005,5793,0,11,000000000,073,0008359,0008359,000,10012019,N,I,N,S,1F
579311741FS,005,5793,0,11,000000000,074,0008359,0008359,000,10012019,N,I,N,S,1F
579311751FS,005,5793,0,11,000000000,075,0007653,0007653,000,10012019,N,I,N,S,1F
579311761FS,005,5793,0,11,000000000,076,0007653,0007653,000,10012019,N,I,N,S,1F
579311771FS,005,5793,0,11,000000000,077,0007653,0007653,000,10012019,N,I,N,S,1F
579311781FS,005,5793,0,11,000000000,078,0007653,0007653,000,10012019,N,I,N,S,1F
579311791FS,005,5793,0,11,000000000,079,0007653,0007653,000,10012019,N,I,N,S,1F
579311801FS,005,5793,0,11,000000000,080,0006419,0006419,000,10012019,N,I,N,S,1F
579311811FS,005,5793,0,11,000000000,081,0006419,0006419,000,10012019,N,I,N,S,1F
579311821FS,005,5793,0,11,000000000,082,0006419,0006419,000,10012019,N,I,N,S,1F
579311831FS,005,5793,0,11,000000000,083,0006419,0006419,000,10012019,N,I,N,S,1F
579311841FS,005,5793,0,11,000000000,084,0006419,0006419,000,10012019,N,I,N,S,1F
579311851FS,005,5793,0,11,000000000,085,0005269,0005269,000,10012019,N,I,N,S,1F
579311861FS,005,5793,0,11,000000000,086,0005269,0005269,000,10012019,N,I,N,S,1F
579311871FS,005,5793,0,11,000000000,087,0005269,0005269,000,10012019,N,I,N,S,1F
579311881FS,005,5793,0,11,000000000,088,0005269,0005269,000,10012019,N,I,N,S,1F
579311891FS,005,5793,0,11,000000000,089,0005269,0005269,000,10012019,N,I,N,S,1F
579311901FS,005,5793,0,11,000000000,090,0004244,0004244,000,10012019,N,I,N,S,1F
579311911FS,005,5793,0,11,000000000,091,0004244,0004244,000,10012019,N,I,N,S,1F
579311921FS,005,5793,0,11,000000000,092,0004244,0004244,000,10012019,N,I,N,S,1F
579311931FS,005,5793,0,11,000000000,093,0004244,0004244,000,10012019,N,I,N,S,1F
579311941FS,005,5793,0,11,000000000,094,0004244,0004244,000,10012019,N,I,N,S,1F
579311951FS,005,5793,0,11,000000000,095,0002731,0002731,000,10012019,N,I,N,S,1F
579311961FS,005,5793,0,11,000000000,096,0002731,0002731,000,10012019,N,I,N,S,1F
579311971FS,005,5793,0,11,000000000,097,0002731,0002731,000,10012019,N,I,N,S,1F
579311981FS,005,5793,0,11,000000000,098,0002731,0002731,000,10012019,N,I,N,S,1F
579311991FS,005,5793,0,11,000000000,099,0002731,0002731,000,10012019,N,I,N,S,1F
579311182FS,005,5793,0,11,000000000,018,0001532,0001532,000,10012019,N,I,N,S,2F
579311192FS,005,5793,0,11,000000000,019,0001532,0001532,000,10012019,N,I,N,S,2F
579311202FS,005,5793,0,11,000000000,020,0001532,0001532,000,10012019,N,I,N,S,2F
579311212FS,005,5793,0,11,000000000,021,0001532,0001532,000,10012019,N,I,N,S,2F
579311222FS,005,5793,0,11,000000000,022,0001532,0001532,000,10012019,N,I,N,S,2F
579311232FS,005,5793,0,11,000000000,023,0001532,0001532,000,10012019,N,I,N,S,2F
579311242FS,005,5793,0,11,000000000,024,0001532,0001532,000,10012019,N,I,N,S,2F
579311252FS,005,5793,0,11,000000000,025,0001532,0001532,000,10012019,N,I,N,S,2F
579311262FS,005,5793,0,11,000000000,026,0001532,0001532,000,10012019,N,I,N,S,2F
579311272FS,005,5793,0,11,000000000,027,0001532,0001532,000,10012019,N,I,N,S,2F
579311282FS,005,5793,0,11,000000000,028,0001532,0001532,000,10012019,N,I,N,S,2F
579311292FS,005,5793,0,11,000000000,029,0001532,0001532,000,10012019,N,I,N,S,2F
579311302FS,005,5793,0,11,000000000,030,0002843,0002843,000,10012019,N,I,N,S,2F
579311312FS,005,5793,0,11,000000000,031,0002843,0002843,000,10012019,N,I,N,S,2F
579311322FS,005,5793,0,11,000000000,032,0002843,0002843,000,10012019,N,I,N,S,2F
579311332FS,005,5793,0,11,000000000,033,0002843,0002843,000,10012019,N,I,N,S,2F
579311342FS,005,5793,0,11,000000000,034,0002843,0002843,000,10012019,N,I,N,S,2F
579311352FS,005,5793,0,11,000000000,035,0004081,0004081,000,10012019,N,I,N,S,2F
579311362FS,005,5793,0,11,000000000,036,0004081,0004081,000,10012019,N,I,N,S,2F
579311372FS,005,5793,0,11,000000000,037,0004081,0004081,000,10012019,N,I,N,S,2F
579311382FS,005,5793,0,11,000000000,038,0004081,0004081,000,10012019,N,I,N,S,2F
579311392FS,005,5793,0,11,000000000,039,0004081,0004081,000,10012019,N,I,N,S,2F
579311402FS,005,5793,0,11,000000000,040,0005551,0005551,000,10012019,N,I,N,S,2F
579311412FS,005,5793,0,11,000000000,041,0005551,0005551,000,10012019,N,I,N,S,2F
579311422FS,005,5793,0,11,000000000,042,0005551,0005551,000,10012019,N,I,N,S,2F
579311432FS,005,5793,0,11,000000000,043,0005551,0005551,000,10012019,N,I,N,S,2F
579311442FS,005,5793,0,11,000000000,044,0005551,0005551,000,10012019,N,I,N,S,2F
579311452FS,005,5793,0,11,000000000,045,0007724,0007724,000,10012019,N,I,N,S,2F
579311462FS,005,5793,0,11,000000000,046,0007724,0007724,000,10012019,N,I,N,S,2F
579311472FS,005,5793,0,11,000000000,047,0007724,0007724,000,10012019,N,I,N,S,2F
579311482FS,005,5793,0,11,000000000,048,0007724,0007724,000,10012019,N,I,N,S,2F
579311492FS,005,5793,0,11,000000000,049,0007724,0007724,000,10012019,N,I,N,S,2F
579311502FS,005,5793,0,11,000000000,050,0010795,0010795,000,10012019,N,I,N,S,2F
579311512FS,005,5793,0,11,000000000,051,0010795,0010795,000,10012019,N,I,N,S,2F
579311522FS,005,5793,0,11,000000000,052,0010795,0010795,000,10012019,N,I,N,S,2F
579311532FS,005,5793,0,11,000000000,053,0010795,0010795,000,10012019,N,I,N,S,2F
579311542FS,005,5793,0,11,000000000,054,0010795,0010795,000,10012019,N,I,N,S,2F
579311552FS,005,5793,0,11,000000000,055,0012818,0012818,000,10012019,N,I,N,S,2F
579311562FS,005,5793,0,11,000000000,056,0012818,0012818,000,10012019,N,I,N,S,2F
579311572FS,005,5793,0,11,000000000,057,0012818,0012818,000,10012019,N,I,N,S,2F
579311582FS,005,5793,0,11,000000000,058,0012818,0012818,000,10012019,N,I,N,S,2F
579311592FS,005,5793,0,11,000000000,059,0012818,0012818,000,10012019,N,I,N,S,2F
579311602FS,005,5793,0,11,000000000,060,0014552,0014552,000,10012019,N,I,N,S,2F
579311612FS,005,5793,0,11,000000000,061,0014552,0014552,000,10012019,N,I,N,S,2F
579311622FS,005,5793,0,11,000000000,062,0014552,0014552,000,10012019,N,I,N,S,2F
579311632FS,005,5793,0,11,000000000,063,0014552,0014552,000,10012019,N,I,N,S,2F
579311642FS,005,5793,0,11,000000000,064,0014552,0014552,000,10012019,N,I,N,S,2F
579311652FS,005,5793,0,11,000000000,065,0016392,0016392,000,10012019,N,I,N,S,2F
579311662FS,005,5793,0,11,000000000,066,0016392,0016392,000,10012019,N,I,N,S,2F
579311672FS,005,5793,0,11,000000000,067,0016392,0016392,000,10012019,N,I,N,S,2F
579311682FS,005,5793,0,11,000000000,068,0016392,0016392,000,10012019,N,I,N,S,2F
579311692FS,005,5793,0,11,000000000,069,0016392,0016392,000,10012019,N,I,N,S,2F
579311702FS,005,5793,0,11,000000000,070,0017061,0017061,000,10012019,N,I,N,S,2F
579311712FS,005,5793,0,11,000000000,071,0017061,0017061,000,10012019,N,I,N,S,2F
579311722FS,005,5793,0,11,000000000,072,0017061,0017061,000,10012019,N,I,N,S,2F
579311732FS,005,5793,0,11,000000000,073,0017061,0017061,000,10012019,N,I,N,S,2F
579311742FS,005,5793,0,11,000000000,074,0017061,0017061,000,10012019,N,I,N,S,2F
579311752FS,005,5793,0,11,000000000,075,0016057,0016057,000,10012019,N,I,N,S,2F
579311762FS,005,5793,0,11,000000000,076,0016057,0016057,000,10012019,N,I,N,S,2F
579311772FS,005,5793,0,11,000000000,077,0016057,0016057,000,10012019,N,I,N,S,2F
579311782FS,005,5793,0,11,000000000,078,0016057,0016057,000,10012019,N,I,N,S,2F
579311792FS,005,5793,0,11,000000000,079,0016057,0016057,000,10012019,N,I,N,S,2F
579311802FS,005,5793,0,11,000000000,080,0013851,0013851,000,10012019,N,I,N,S,2F
579311812FS,005,5793,0,11,000000000,081,0013851,0013851,000,10012019,N,I,N,S,2F
579311822FS,005,5793,0,11,000000000,082,0013851,0013851,000,10012019,N,I,N,S,2F
579311832FS,005,5793,0,11,000000000,083,0013851,0013851,000,10012019,N,I,N,S,2F
579311842FS,005,5793,0,11,000000000,084,0013851,0013851,000,10012019,N,I,N,S,2F
579311852FS,005,5793,0,11,000000000,085,0011381,0011381,000,10012019,N,I,N,S,2F
579311862FS,005,5793,0,11,000000000,086,0011381,0011381,000,10012019,N,I,N,S,2F
579311872FS,005,5793,0,11,000000000,087,0011381,0011381,000,10012019,N,I,N,S,2F
579311882FS,005,5793,0,11,000000000,088,0011381,0011381,000,10012019,N,I,N,S,2F
579311892FS,005,5793,0,11,000000000,089,0011381,0011381,000,10012019,N,I,N,S,2F
579311902FS,005,5793,0,11,000000000,090,0009294,0009294,000,10012019,N,I,N,S,2F
579311912FS,005,5793,0,11,000000000,091,0009294,0009294,000,10012019,N,I,N,S,2F
579311922FS,005,5793,0,11,000000000,092,0009294,0009294,000,10012019,N,I,N,S,2F
579311932FS,005,5793,0,11,000000000,093,0009294,0009294,000,10012019,N,I,N,S,2F
579311942FS,005,5793,0,11,000000000,094,0009294,0009294,000,10012019,N,I,N,S,2F
579311952FS,005,5793,0,11,000000000,095,0006578,0006578,000,10012019,N,I,N,S,2F
579311962FS,005,5793,0,11,000000000,096,0006578,0006578,000,10012019,N,I,N,S,2F
579311972FS,005,5793,0,11,000000000,097,0006578,0006578,000,10012019,N,I,N,S,2F
579311982FS,005,5793,0,11,000000000,098,0006578,0006578,000,10012019,N,I,N,S,2F
579311992FS,005,5793,0,11,000000000,099,0006578,0006578,000,10012019,N,I,N,S,2F
57811118EEN,005,5781,0,11,000000000,018,0000281,0000281,000,10012019,N,I,N,N,EE
57811119EEN,005,5781,0,11,000000000,019,0000281,0000281,000,10012019,N,I,N,N,EE
57811120EEN,005,5781,0,11,000000000,020,0000281,0000281,000,10012019,N,I,N,N,EE
57811121EEN,005,5781,0,11,000000000,021,0000281,0000281,000,10012019,N,I,N,N,EE
57811122EEN,005,5781,0,11,000000000,022,0000281,0000281,000,10012019,N,I,N,N,EE
57811123EEN,005,5781,0,11,000000000,023,0000281,0000281,000,10012019,N,I,N,N,EE
57811124EEN,005,5781,0,11,000000000,024,0000281,0000281,000,10012019,N,I,N,N,EE
57811125EEN,005,5781,0,11,000000000,025,0000281,0000281,000,10012019,N,I,N,N,EE
57811126EEN,005,5781,0,11,000000000,026,0000281,0000281,000,10012019,N,I,N,N,EE
57811127EEN,005,5781,0,11,000000000,027,0000281,0000281,000,10012019,N,I,N,N,EE
57811128EEN,005,5781,0,11,000000000,028,0000281,0000281,000,10012019,N,I,N,N,EE
57811129EEN,005,5781,0,11,000000000,029,0000281,0000281,000,10012019,N,I,N,N,EE
57811130EEN,005,5781,0,11,000000000,030,0000501,0000501,000,10012019,N,I,N,N,EE
57811131EEN,005,5781,0,11,000000000,031,0000501,0000501,000,10012019,N,I,N,N,EE
57811132EEN,005,5781,0,11,000000000,032,0000501,0000501,000,10012019,N,I,N,N,EE
57811133EEN,005,5781,0,11,000000000,033,0000501,0000501,000,10012019,N,I,N,N,EE
57811134EEN,005,5781,0,11,000000000,034,0000501,0000501,000,10012019,N,I,N,N,EE
57811135EEN,005,5781,0,11,000000000,035,0000690,0000690,000,10012019,N,I,N,N,EE
57811136EEN,005,5781,0,11,000000000,036,0000690,0000690,000,10012019,N,I,N,N,EE
57811137EEN,005,5781,0,11,000000000,037,0000690,0000690,000,10012019,N,I,N,N,EE
57811138EEN,005,5781,0,11,000000000,038,0000690,0000690,000,10012019,N,I,N,N,EE
57811139EEN,005,5781,0,11,000000000,039,0000690,0000690,000,10012019,N,I,N,N,EE
57811140EEN,005,5781,0,11,000000000,040,0000907,0000907,000,10012019,N,I,N,N,EE
57811141EEN,005,5781,0,11,000000000,041,0000907,0000907,000,10012019,N,I,N,N,EE
57811142EEN,005,5781,0,11,000000000,042,0000907,0000907,000,10012019,N,I,N,N,EE
57811143EEN,005,5781,0,11,000000000,043,0000907,0000907,000,10012019,N,I,N,N,EE
57811144EEN,005,5781,0,11,000000000,044,0000907,0000907,000,10012019,N,I,N,N,EE
57811145EEN,005,5781,0,11,000000000,045,0001265,0001265,000,10012019,N,I,N,N,EE
57811146EEN,005,5781,0,11,000000000,046,0001265,0001265,000,10012019,N,I,N,N,EE
57811147EEN,005,5781,0,11,000000000,047,0001265,0001265,000,10012019,N,I,N,N,EE
57811148EEN,005,5781,0,11,000000000,048,0001265,0001265,000,10012019,N,I,N,N,EE
57811149EEN,005,5781,0,11,000000000,049,0001265,0001265,000,10012019,N,I,N,N,EE
57811150EEN,005,5781,0,11,000000000,050,0001590,0001590,000,10012019,N,I,N,N,EE
57811151EEN,005,5781,0,11,000000000,051,0001590,0001590,000,10012019,N,I,N,N,EE
57811152EEN,005,5781,0,11,000000000,052,0001590,0001590,000,10012019,N,I,N,N,EE
57811153EEN,005,5781,0,11,000000000,053,0001590,0001590,000,10012019,N,I,N,N,EE
57811154EEN,005,5781,0,11,000000000,054,0001590,0001590,000,10012019,N,I,N,N,EE
57811155EEN,005,5781,0,11,000000000,055,0001800,0001800,000,10012019,N,I,N,N,EE
57811156EEN,005,5781,0,11,000000000,056,0001800,0001800,000,10012019,N,I,N,N,EE
57811157EEN,005,5781,0,11,000000000,057,0001800,0001800,000,10012019,N,I,N,N,EE
57811158EEN,005,5781,0,11,000000000,058,0001800,0001800,000,10012019,N,I,N,N,EE
57811159EEN,005,5781,0,11,000000000,059,0001800,0001800,000,10012019,N,I,N,N,EE
57811160EEN,005,5781,0,11,000000000,060,0001951,0001951,000,10012019,N,I,N,N,EE
57811161EEN,005,5781,0,11,000000000,061,0001951,0001951,000,10012019,N,I,N,N,EE
57811162EEN,005,5781,0,11,000000000,062,0001951,0001951,000,10012019,N,I,N,N,EE
57811163EEN,005,5781,0,11,000000000,063,0001951,0001951,000,10012019,N,I,N,N,EE
57811164EEN,005,5781,0,11,000000000,064,0001951,0001951,000,10012019,N,I,N,N,EE
57811165EEN,005,5781,0,11,000000000,065,0002083,0002083,000,10012019,N,I,N,N,EE
57811166EEN,005,5781,0,11,000000000,066,0002083,0002083,000,10012019,N,I,N,N,EE
57811167EEN,005,5781,0,11,000000000,067,0002083,0002083,000,10012019,N,I,N,N,EE
57811168EEN,005,5781,0,11,000000000,068,0002083,0002083,000,10012019,N,I,N,N,EE
57811169EEN,005,5781,0,11,000000000,069,0002083,0002083,000,10012019,N,I,N,N,EE
57811170EEN,005,5781,0,11,000000000,070,0002014,0002014,000,10012019,N,I,N,N,EE
57811171EEN,005,5781,0,11,000000000,071,0002014,0002014,000,10012019,N,I,N,N,EE
57811172EEN,005,5781,0,11,000000000,072,0002014,0002014,000,10012019,N,I,N,N,EE
57811173EEN,005,5781,0,11,000000000,073,0002014,0002014,000,10012019,N,I,N,N,EE
57811174EEN,005,5781,0,11,000000000,074,0002014,0002014,000,10012019,N,I,N,N,EE
57811175EEN,005,5781,0,11,000000000,075,0001804,0001804,000,10012019,N,I,N,N,EE
57811176EEN,005,5781,0,11,000000000,076,0001804,0001804,000,10012019,N,I,N,N,EE
57811177EEN,005,5781,0,11,000000000,077,0001804,0001804,000,10012019,N,I,N,N,EE
57811178EEN,005,5781,0,11,000000000,078,0001804,0001804,000,10012019,N,I,N,N,EE
57811179EEN,005,5781,0,11,000000000,079,0001804,0001804,000,10012019,N,I,N,N,EE
57811180EEN,005,5781,0,11,000000000,080,0001531,0001531,000,10012019,N,I,N,N,EE
57811181EEN,005,5781,0,11,000000000,081,0001531,0001531,000,10012019,N,I,N,N,EE
57811182EEN,005,5781,0,11,000000000,082,0001531,0001531,000,10012019,N,I,N,N,EE
57811183EEN,005,5781,0,11,000000000,083,0001531,0001531,000,10012019,N,I,N,N,EE
57811184EEN,005,5781,0,11,000000000,084,0001531,0001531,000,10012019,N,I,N,N,EE
57811185EEN,005,5781,0,11,000000000,085,0001271,0001271,000,10012019,N,I,N,N,EE
57811186EEN,005,5781,0,11,000000000,086,0001271,0001271,000,10012019,N,I,N,N,EE
57811187EEN,005,5781,0,11,000000000,087,0001271,0001271,000,10012019,N,I,N,N,EE
57811188EEN,005,5781,0,11,000000000,088,0001271,0001271,000,10012019,N,I,N,N,EE
57811189EEN,005,5781,0,11,000000000,089,0001271,0001271,000,10012019,N,I,N,N,EE
57811190EEN,005,5781,0,11,000000000,090,0001022,0001022,000,10012019,N,I,N,N,EE
57811191EEN,005,5781,0,11,000000000,091,0001022,0001022,000,10012019,N,I,N,N,EE
57811192EEN,005,5781,0,11,000000000,092,0001022,0001022,000,10012019,N,I,N,N,EE
57811193EEN,005,5781,0,11,000000000,093,0001022,0001022,000,10012019,N,I,N,N,EE
57811194EEN,005,5781,0,11,000000000,094,0001022,0001022,000,10012019,N,I,N,N,EE
57811195EEN,005,5781,0,11,000000000,095,0000653,0000653,000,10012019,N,I,N,N,EE
57811196EEN,005,5781,0,11,000000000,096,0000653,0000653,000,10012019,N,I,N,N,EE
57811197EEN,005,5781,0,11,000000000,097,0000653,0000653,000,10012019,N,I,N,N,EE
57811198EEN,005,5781,0,11,000000000,098,0000653,0000653,000,10012019,N,I,N,N,EE
57811199EEN,005,5781,0,11,000000000,099,0000653,0000653,000,10012019,N,I,N,N,EE
57811118ESN,005,5781,0,11,000000000,018,0000487,0000487,000,10012019,N,I,N,N,ES
57811119ESN,005,5781,0,11,000000000,019,0000487,0000487,000,10012019,N,I,N,N,ES
57811120ESN,005,5781,0,11,000000000,020,0000487,0000487,000,10012019,N,I,N,N,ES
57811121ESN,005,5781,0,11,000000000,021,0000487,0000487,000,10012019,N,I,N,N,ES
57811122ESN,005,5781,0,11,000000000,022,0000487,0000487,000,10012019,N,I,N,N,ES
57811123ESN,005,5781,0,11,000000000,023,0000487,0000487,000,10012019,N,I,N,N,ES
57811124ESN,005,5781,0,11,000000000,024,0000487,0000487,000,10012019,N,I,N,N,ES
57811125ESN,005,5781,0,11,000000000,025,0000487,0000487,000,10012019,N,I,N,N,ES
57811126ESN,005,5781,0,11,000000000,026,0000487,0000487,000,10012019,N,I,N,N,ES
57811127ESN,005,5781,0,11,000000000,027,0000487,0000487,000,10012019,N,I,N,N,ES
57811128ESN,005,5781,0,11,000000000,028,0000487,0000487,000,10012019,N,I,N,N,ES
57811129ESN,005,5781,0,11,000000000,029,0000487,0000487,000,10012019,N,I,N,N,ES
57811130ESN,005,5781,0,11,000000000,030,0000895,0000895,000,10012019,N,I,N,N,ES
57811131ESN,005,5781,0,11,000000000,031,0000895,0000895,000,10012019,N,I,N,N,ES
57811132ESN,005,5781,0,11,000000000,032,0000895,0000895,000,10012019,N,I,N,N,ES
57811133ESN,005,5781,0,11,000000000,033,0000895,0000895,000,10012019,N,I,N,N,ES
57811134ESN,005,5781,0,11,000000000,034,0000895,0000895,000,10012019,N,I,N,N,ES
57811135ESN,005,5781,0,11,000000000,035,0001265,0001265,000,10012019,N,I,N,N,ES
57811136ESN,005,5781,0,11,000000000,036,0001265,0001265,000,10012019,N,I,N,N,ES
57811137ESN,005,5781,0,11,000000000,037,0001265,0001265,000,10012019,N,I,N,N,ES
57811138ESN,005,5781,0,11,000000000,038,0001265,0001265,000,10012019,N,I,N,N,ES
57811139ESN,005,5781,0,11,000000000,039,0001265,0001265,000,10012019,N,I,N,N,ES
57811140ESN,005,5781,0,11,000000000,040,0001694,0001694,000,10012019,N,I,N,N,ES
57811141ESN,005,5781,0,11,000000000,041,0001694,0001694,000,10012019,N,I,N,N,ES
57811142ESN,005,5781,0,11,000000000,042,0001694,0001694,000,10012019,N,I,N,N,ES
57811143ESN,005,5781,0,11,000000000,043,0001694,0001694,000,10012019,N,I,N,N,ES
57811144ESN,005,5781,0,11,000000000,044,0001694,0001694,000,10012019,N,I,N,N,ES
57811145ESN,005,5781,0,11,000000000,045,0002297,0002297,000,10012019,N,I,N,N,ES
57811146ESN,005,5781,0,11,000000000,046,0002297,0002297,000,10012019,N,I,N,N,ES
57811147ESN,005,5781,0,11,000000000,047,0002297,0002297,000,10012019,N,I,N,N,ES
57811148ESN,005,5781,0,11,000000000,048,0002297,0002297,000,10012019,N,I,N,N,ES
57811149ESN,005,5781,0,11,000000000,049,0002297,0002297,000,10012019,N,I,N,N,ES
57811150ESN,005,5781,0,11,000000000,050,0003111,0003111,000,10012019,N,I,N,N,ES
57811151ESN,005,5781,0,11,000000000,051,0003111,0003111,000,10012019,N,I,N,N,ES
57811152ESN,005,5781,0,11,000000000,052,0003111,0003111,000,10012019,N,I,N,N,ES
57811153ESN,005,5781,0,11,000000000,053,0003111,0003111,000,10012019,N,I,N,N,ES
57811154ESN,005,5781,0,11,000000000,054,0003111,0003111,000,10012019,N,I,N,N,ES
57811155ESN,005,5781,0,11,000000000,055,0003585,0003585,000,10012019,N,I,N,N,ES
57811156ESN,005,5781,0,11,000000000,056,0003585,0003585,000,10012019,N,I,N,N,ES
57811157ESN,005,5781,0,11,000000000,057,0003585,0003585,000,10012019,N,I,N,N,ES
57811158ESN,005,5781,0,11,000000000,058,0003585,0003585,000,10012019,N,I,N,N,ES
57811159ESN,005,5781,0,11,000000000,059,0003585,0003585,000,10012019,N,I,N,N,ES
57811160ESN,005,5781,0,11,000000000,060,0003917,0003917,000,10012019,N,I,N,N,ES
57811161ESN,005,5781,0,11,000000000,061,0003917,0003917,000,10012019,N,I,N,N,ES
57811162ESN,005,5781,0,11,000000000,062,0003917,0003917,000,10012019,N,I,N,N,ES
57811163ESN,005,5781,0,11,000000000,063,0003917,0003917,000,10012019,N,I,N,N,ES
57811164ESN,005,5781,0,11,000000000,064,0003917,0003917,000,10012019,N,I,N,N,ES
57811165ESN,005,5781,0,11,000000000,065,0004228,0004228,000,10012019,N,I,N,N,ES
57811166ESN,005,5781,0,11,000000000,066,0004228,0004228,000,10012019,N,I,N,N,ES
57811167ESN,005,5781,0,11,000000000,067,0004228,0004228,000,10012019,N,I,N,N,ES
57811168ESN,005,5781,0,11,000000000,068,0004228,0004228,000,10012019,N,I,N,N,ES
57811169ESN,005,5781,0,11,000000000,069,0004228,0004228,000,10012019,N,I,N,N,ES
57811170ESN,005,5781,0,11,000000000,070,0004222,0004222,000,10012019,N,I,N,N,ES
57811171ESN,005,5781,0,11,000000000,071,0004222,0004222,000,10012019,N,I,N,N,ES
57811172ESN,005,5781,0,11,000000000,072,0004222,0004222,000,10012019,N,I,N,N,ES
57811173ESN,005,5781,0,11,000000000,073,0004222,0004222,000,10012019,N,I,N,N,ES
57811174ESN,005,5781,0,11,000000000,074,0004222,0004222,000,10012019,N,I,N,N,ES
57811175ESN,005,5781,0,11,000000000,075,0003862,0003862,000,10012019,N,I,N,N,ES
57811176ESN,005,5781,0,11,000000000,076,0003862,0003862,000,10012019,N,I,N,N,ES
57811177ESN,005,5781,0,11,000000000,077,0003862,0003862,000,10012019,N,I,N,N,ES
57811178ESN,005,5781,0,11,000000000,078,0003862,0003862,000,10012019,N,I,N,N,ES
57811179ESN,005,5781,0,11,000000000,079,0003862,0003862,000,10012019,N,I,N,N,ES
