lookup,comp,plan,sex,state,units,age,inprem,reprem,area,effdate,areach,agetype,comm,tobacco,emptype
57911157ESS,005,5791,0,11,000000000,057,0001056,0001056,000,10012019,N,I,N,S,ES
57911158ESS,005,5791,0,11,000000000,058,0001056,0001056,000,10012019,N,I,N,S,ES
57911159ESS,005,5791,0,11,000000000,059,0001056,0001056,000,10012019,N,I,N,S,ES
57911160ESS,005,5791,0,11,000000000,060,0001339,0001339,000,10012019,N,I,N,S,ES
57911161ESS,005,5791,0,11,000000000,061,0001339,0001339,000,10012019,N,I,N,S,ES
57911162ESS,005,5791,0,11,000000000,062,0001339,0001339,000,10012019,N,I,N,S,ES
57911163ESS,005,5791,0,11,000000000,063,0001339,0001339,000,10012019,N,I,N,S,ES
57911164ESS,005,5791,0,11,000000000,064,0001339,0001339,000,10012019,N,I,N,S,ES
57911165ESS,005,5791,0,11,000000000,065,0001714,0001714,000,10012019,N,I,N,S,ES
57911166ESS,005,5791,0,11,000000000,066,0001714,0001714,000,10012019,N,I,N,S,ES
57911167ESS,005,5791,0,11,000000000,067,0001714,0001714,000,10012019,N,I,N,S,ES
57911168ESS,005,5791,0,11,000000000,068,0001714,0001714,000,10012019,N,I,N,S,ES
57911169ESS,005,5791,0,11,000000000,069,0001714,0001714,000,10012019,N,I,N,S,ES
57911170ESS,005,5791,0,11,000000000,070,0002056,0002056,000,10012019,N,I,N,S,ES
57911171ESS,005,5791,0,11,000000000,071,0002056,0002056,000,10012019,N,I,N,S,ES
57911172ESS,005,5791,0,11,000000000,072,0002056,0002056,000,10012019,N,I,N,S,ES
57911173ESS,005,5791,0,11,000000000,073,0002056,0002056,000,10012019,N,I,N,S,ES
57911174ESS,005,5791,0,11,000000000,074,0002056,0002056,000,10012019,N,I,N,S,ES
57911175ESS,005,5791,0,11,000000000,075,0002232,0002232,000,10012019,N,I,N,S,ES
57911176ESS,005,5791,0,11,000000000,076,0002232,0002232,000,10012019,N,I,N,S,ES
57911177ESS,005,5791,0,11,000000000,077,0002232,0002232,000,10012019,N,I,N,S,ES
57911178ESS,005,5791,0,11,000000000,078,0002232,0002232,000,10012019,N,I,N,S,ES
57911179ESS,005,5791,0,11,000000000,079,0002232,0002232,000,10012019,N,I,N,S,ES
57911180ESS,005,5791,0,11,000000000,080,0002184,0002184,000,10012019,N,I,N,S,ES
57911181ESS,005,5791,0,11,000000000,081,0002184,0002184,000,10012019,N,I,N,S,ES
57911182ESS,005,5791,0,11,000000000,082,0002184,0002184,000,10012019,N,I,N,S,ES
57911183ESS,005,5791,0,11,000000000,083,0002184,0002184,000,10012019,N,I,N,S,ES
57911184ESS,005,5791,0,11,000000000,084,0002184,0002184,000,10012019,N,I,N,S,ES
57911185ESS,005,5791,0,11,000000000,085,0001642,0001642,000,10012019,N,I,N,S,ES
57911186ESS,005,5791,0,11,000000000,086,0001642,0001642,000,10012019,N,I,N,S,ES
57911187ESS,005,5791,0,11,000000000,087,0001642,0001642,000,10012019,N,I,N,S,ES
57911188ESS,005,5791,0,11,000000000,088,0001642,0001642,000,10012019,N,I,N,S,ES
57911189ESS,005,5791,0,11,000000000,089,0001642,0001642,000,10012019,N,I,N,S,ES
57911190ESS,005,5791,0,11,000000000,090,0001157,0001157,000,10012019,N,I,N,S,ES
57911191ESS,005,5791,0,11,000000000,091,0001157,0001157,000,10012019,N,I,N,S,ES
57911192ESS,005,5791,0,11,000000000,092,0001157,0001157,000,10012019,N,I,N,S,ES
57911193ESS,005,5791,0,11,000000000,093,0001157,0001157,000,10012019,N,I,N,S,ES
57911194ESS,005,5791,0,11,000000000,094,0001157,0001157,000,10012019,N,I,N,S,ES
57911195ESS,005,5791,0,11,000000000,095,0000416,0000416,000,10012019,N,I,N,S,ES
57911196ESS,005,5791,0,11,000000000,096,0000416,0000416,000,10012019,N,I,N,S,ES
57911197ESS,005,5791,0,11,000000000,097,0000416,0000416,000,10012019,N,I,N,S,ES
57911198ESS,005,5791,0,11,000000000,098,0000416,0000416,000,10012019,N,I,N,S,ES
57911199ESS,005,5791,0,11,000000000,099,0000416,0000416,000,10012019,N,I,N,S,ES
579111181FS,005,5791,0,11,000000000,018,0000063,0000063,000,10012019,N,I,N,S,1F
579111191FS,005,5791,0,11,000000000,019,0000063,0000063,000,10012019,N,I,N,S,1F
579111201FS,005,5791,0,11,000000000,020,0000063,0000063,000,10012019,N,I,N,S,1F
579111211FS,005,5791,0,11,000000000,021,0000063,0000063,000,10012019,N,I,N,S,1F
579111221FS,005,5791,0,11,000000000,022,0000063,0000063,000,10012019,N,I,N,S,1F
579111231FS,005,5791,0,11,000000000,023,0000063,0000063,000,10012019,N,I,N,S,1F
579111241FS,005,5791,0,11,000000000,024,0000063,0000063,000,10012019,N,I,N,S,1F
579111251FS,005,5791,0,11,000000000,025,0000063,0000063,000,10012019,N,I,N,S,1F
579111261FS,005,5791,0,11,000000000,026,0000063,0000063,000,10012019,N,I,N,S,1F
579111271FS,005,5791,0,11,000000000,027,0000063,0000063,000,10012019,N,I,N,S,1F
579111281FS,005,5791,0,11,000000000,028,0000063,0000063,000,10012019,N,I,N,S,1F
579111291FS,005,5791,0,11,000000000,029,0000063,0000063,000,10012019,N,I,N,S,1F
579111301FS,005,5791,0,11,000000000,030,0000118,0000118,000,10012019,N,I,N,S,1F
579111311FS,005,5791,0,11,000000000,031,0000118,0000118,000,10012019,N,I,N,S,1F
579111321FS,005,5791,0,11,000000000,032,0000118,0000118,000,10012019,N,I,N,S,1F
579111331FS,005,5791,0,11,000000000,033,0000118,0000118,000,10012019,N,I,N,S,1F
579111341FS,005,5791,0,11,000000000,034,0000118,0000118,000,10012019,N,I,N,S,1F
579111351FS,005,5791,0,11,000000000,035,0000172,0000172,000,10012019,N,I,N,S,1F
579111361FS,005,5791,0,11,000000000,036,0000172,0000172,000,10012019,N,I,N,S,1F
579111371FS,005,5791,0,11,000000000,037,0000172,0000172,000,10012019,N,I,N,S,1F
579111381FS,005,5791,0,11,000000000,038,0000172,0000172,000,10012019,N,I,N,S,1F
579111391FS,005,5791,0,11,000000000,039,0000172,0000172,000,10012019,N,I,N,S,1F
579111401FS,005,5791,0,11,000000000,040,0000240,0000240,000,10012019,N,I,N,S,1F
579111411FS,005,5791,0,11,000000000,041,0000240,0000240,000,10012019,N,I,N,S,1F
579111421FS,005,5791,0,11,000000000,042,0000240,0000240,000,10012019,N,I,N,S,1F
579111431FS,005,5791,0,11,000000000,043,0000240,0000240,000,10012019,N,I,N,S,1F
579111441FS,005,5791,0,11,000000000,044,0000240,0000240,000,10012019,N,I,N,S,1F
579111451FS,005,5791,0,11,000000000,045,0000339,0000339,000,10012019,N,I,N,S,1F
579111461FS,005,5791,0,11,000000000,046,0000339,0000339,000,10012019,N,I,N,S,1F
579111471FS,005,5791,0,11,000000000,047,0000339,0000339,000,10012019,N,I,N,S,1F
579111481FS,005,5791,0,11,000000000,048,0000339,0000339,000,10012019,N,I,N,S,1F
579111491FS,005,5791,0,11,000000000,049,0000339,0000339,000,10012019,N,I,N,S,1F
579111501FS,005,5791,0,11,000000000,050,0000451,0000451,000,10012019,N,I,N,S,1F
579111511FS,005,5791,0,11,000000000,051,0000451,0000451,000,10012019,N,I,N,S,1F
579111521FS,005,5791,0,11,000000000,052,0000451,0000451,000,10012019,N,I,N,S,1F
579111531FS,005,5791,0,11,000000000,053,0000451,0000451,000,10012019,N,I,N,S,1F
579111541FS,005,5791,0,11,000000000,054,0000451,0000451,000,10012019,N,I,N,S,1F
579111551FS,005,5791,0,11,000000000,055,0000571,0000571,000,10012019,N,I,N,S,1F
579111561FS,005,5791,0,11,000000000,056,0000571,0000571,000,10012019,N,I,N,S,1F
579111571FS,005,5791,0,11,000000000,057,0000571,0000571,000,10012019,N,I,N,S,1F
579111581FS,005,5791,0,11,000000000,058,0000571,0000571,000,10012019,N,I,N,S,1F
579111591FS,005,5791,0,11,000000000,059,0000571,0000571,000,10012019,N,I,N,S,1F
579111601FS,005,5791,0,11,000000000,060,0000721,0000721,000,10012019,N,I,N,S,1F
579111611FS,005,5791,0,11,000000000,061,0000721,0000721,000,10012019,N,I,N,S,1F
579111621FS,005,5791,0,11,000000000,062,0000721,0000721,000,10012019,N,I,N,S,1F
579111631FS,005,5791,0,11,000000000,063,0000721,0000721,000,10012019,N,I,N,S,1F
579111641FS,005,5791,0,11,000000000,064,0000721,0000721,000,10012019,N,I,N,S,1F
579111651FS,005,5791,0,11,000000000,065,0000915,0000915,000,10012019,N,I,N,S,1F
579111661FS,005,5791,0,11,000000000,066,0000915,0000915,000,10012019,N,I,N,S,1F
579111671FS,005,5791,0,11,000000000,067,0000915,0000915,000,10012019,N,I,N,S,1F
579111681FS,005,5791,0,11,000000000,068,0000915,0000915,000,10012019,N,I,N,S,1F
579111691FS,005,5791,0,11,000000000,069,0000915,0000915,000,10012019,N,I,N,S,1F
579111701FS,005,5791,0,11,000000000,070,0001068,0001068,000,10012019,N,I,N,S,1F
579111711FS,005,5791,0,11,000000000,071,0001068,0001068,000,10012019,N,I,N,S,1F
579111721FS,005,5791,0,11,000000000,072,0001068,0001068,000,10012019,N,I,N,S,1F
579111731FS,005,5791,0,11,000000000,073,0001068,0001068,000,10012019,N,I,N,S,1F
579111741FS,005,5791,0,11,000000000,074,0001068,0001068,000,10012019,N,I,N,S,1F
579111751FS,005,5791,0,11,000000000,075,0001131,0001131,000,10012019,N,I,N,S,1F
579111761FS,005,5791,0,11,000000000,076,0001131,0001131,000,10012019,N,I,N,S,1F
579111771FS,005,5791,0,11,000000000,077,0001131,0001131,000,10012019,N,I,N,S,1F
579111781FS,005,5791,0,11,000000000,078,0001131,0001131,000,10012019,N,I,N,S,1F
579111791FS,005,5791,0,11,000000000,079,0001131,0001131,000,10012019,N,I,N,S,1F
579111801FS,005,5791,0,11,000000000,080,0001044,0001044,000,10012019,N,I,N,S,1F
579111811FS,005,5791,0,11,000000000,081,0001044,0001044,000,10012019,N,I,N,S,1F
579111821FS,005,5791,0,11,000000000,082,0001044,0001044,000,10012019,N,I,N,S,1F
579111831FS,005,5791,0,11,000000000,083,0001044,0001044,000,10012019,N,I,N,S,1F
579111841FS,005,5791,0,11,000000000,084,0001044,0001044,000,10012019,N,I,N,S,1F
579111851FS,005,5791,0,11,000000000,085,0000723,0000723,000,10012019,N,I,N,S,1F
579111861FS,005,5791,0,11,000000000,086,0000723,0000723,000,10012019,N,I,N,S,1F
579111871FS,005,5791,0,11,000000000,087,0000723,0000723,000,10012019,N,I,N,S,1F
579111881FS,005,5791,0,11,000000000,088,0000723,0000723,000,10012019,N,I,N,S,1F
579111891FS,005,5791,0,11,000000000,089,0000723,0000723,000,10012019,N,I,N,S,1F
579111901FS,005,5791,0,11,000000000,090,0000482,0000482,000,10012019,N,I,N,S,1F
579111911FS,005,5791,0,11,000000000,091,0000482,0000482,000,10012019,N,I,N,S,1F
579111921FS,005,5791,0,11,000000000,092,0000482,0000482,000,10012019,N,I,N,S,1F
579111931FS,005,5791,0,11,000000000,093,0000482,0000482,000,10012019,N,I,N,S,1F
579111941FS,005,5791,0,11,000000000,094,0000482,0000482,000,10012019,N,I,N,S,1F
579111951FS,005,5791,0,11,000000000,095,0000077,0000077,000,10012019,N,I,N,S,1F
579111961FS,005,5791,0,11,000000000,096,0000077,0000077,000,10012019,N,I,N,S,1F
579111971FS,005,5791,0,11,000000000,097,0000077,0000077,000,10012019,N,I,N,S,1F
579111981FS,005,5791,0,11,000000000,098,0000077,0000077,000,10012019,N,I,N,S,1F
579111991FS,005,5791,0,11,000000000,099,0000077,0000077,000,10012019,N,I,N,S,1F
579111182FS,005,5791,0,11,000000000,018,0000101,0000101,000,10012019,N,I,N,S,2F
579111192FS,005,5791,0,11,000000000,019,0000101,0000101,000,10012019,N,I,N,S,2F
579111202FS,005,5791,0,11,000000000,020,0000101,0000101,000,10012019,N,I,N,S,2F
579111212FS,005,5791,0,11,000000000,021,0000101,0000101,000,10012019,N,I,N,S,2F
579111222FS,005,5791,0,11,000000000,022,0000101,0000101,000,10012019,N,I,N,S,2F
579111232FS,005,5791,0,11,000000000,023,0000101,0000101,000,10012019,N,I,N,S,2F
579111242FS,005,5791,0,11,000000000,024,0000101,0000101,000,10012019,N,I,N,S,2F
579111252FS,005,5791,0,11,000000000,025,0000101,0000101,000,10012019,N,I,N,S,2F
579111262FS,005,5791,0,11,000000000,026,0000101,0000101,000,10012019,N,I,N,S,2F
579111272FS,005,5791,0,11,000000000,027,0000101,0000101,000,10012019,N,I,N,S,2F
579111282FS,005,5791,0,11,000000000,028,0000101,0000101,000,10012019,N,I,N,S,2F
579111292FS,005,5791,0,11,000000000,029,0000101,0000101,000,10012019,N,I,N,S,2F
579111302FS,005,5791,0,11,000000000,030,0000200,0000200,000,10012019,N,I,N,S,2F
579111312FS,005,5791,0,11,000000000,031,0000200,0000200,000,10012019,N,I,N,S,2F
579111322FS,005,5791,0,11,000000000,032,0000200,0000200,000,10012019,N,I,N,S,2F
579111332FS,005,5791,0,11,000000000,033,0000200,0000200,000,10012019,N,I,N,S,2F
579111342FS,005,5791,0,11,000000000,034,0000200,0000200,000,10012019,N,I,N,S,2F
579111352FS,005,5791,0,11,000000000,035,0000298,0000298,000,10012019,N,I,N,S,2F
579111362FS,005,5791,0,11,000000000,036,0000298,0000298,000,10012019,N,I,N,S,2F
579111372FS,005,5791,0,11,000000000,037,0000298,0000298,000,10012019,N,I,N,S,2F
579111382FS,005,5791,0,11,000000000,038,0000298,0000298,000,10012019,N,I,N,S,2F
579111392FS,005,5791,0,11,000000000,039,0000298,0000298,000,10012019,N,I,N,S,2F
579111402FS,005,5791,0,11,000000000,040,0000423,0000423,000,10012019,N,I,N,S,2F
579111412FS,005,5791,0,11,000000000,041,0000423,0000423,000,10012019,N,I,N,S,2F
579111422FS,005,5791,0,11,000000000,042,0000423,0000423,000,10012019,N,I,N,S,2F
579111432FS,005,5791,0,11,000000000,043,0000423,0000423,000,10012019,N,I,N,S,2F
579111442FS,005,5791,0,11,000000000,044,0000423,0000423,000,10012019,N,I,N,S,2F
579111452FS,005,5791,0,11,000000000,045,0000598,0000598,000,10012019,N,I,N,S,2F
579111462FS,005,5791,0,11,000000000,046,0000598,0000598,000,10012019,N,I,N,S,2F
579111472FS,005,5791,0,11,000000000,047,0000598,0000598,000,10012019,N,I,N,S,2F
579111482FS,005,5791,0,11,000000000,048,0000598,0000598,000,10012019,N,I,N,S,2F
579111492FS,005,5791,0,11,000000000,049,0000598,0000598,000,10012019,N,I,N,S,2F
579111502FS,005,5791,0,11,000000000,050,0000832,0000832,000,10012019,N,I,N,S,2F
579111512FS,005,5791,0,11,000000000,051,0000832,0000832,000,10012019,N,I,N,S,2F
579111522FS,005,5791,0,11,000000000,052,0000832,0000832,000,10012019,N,I,N,S,2F
579111532FS,005,5791,0,11,000000000,053,0000832,0000832,000,10012019,N,I,N,S,2F
579111542FS,005,5791,0,11,000000000,054,0000832,0000832,000,10012019,N,I,N,S,2F
579111552FS,005,5791,0,11,000000000,055,0001070,0001070,000,10012019,N,I,N,S,2F
579111562FS,005,5791,0,11,000000000,056,0001070,0001070,000,10012019,N,I,N,S,2F
579111572FS,005,5791,0,11,000000000,057,0001070,0001070,000,10012019,N,I,N,S,2F
579111582FS,005,5791,0,11,000000000,058,0001070,0001070,000,10012019,N,I,N,S,2F
579111592FS,005,5791,0,11,000000000,059,0001070,0001070,000,10012019,N,I,N,S,2F
579111602FS,005,5791,0,11,000000000,060,0001352,0001352,000,10012019,N,I,N,S,2F
579111612FS,005,5791,0,11,000000000,061,0001352,0001352,000,10012019,N,I,N,S,2F
579111622FS,005,5791,0,11,000000000,062,0001352,0001352,000,10012019,N,I,N,S,2F
579111632FS,005,5791,0,11,000000000,063,0001352,0001352,000,10012019,N,I,N,S,2F
579111642FS,005,5791,0,11,000000000,064,0001352,0001352,000,10012019,N,I,N,S,2F
579111652FS,005,5791,0,11,000000000,065,0001725,0001725,000,10012019,N,I,N,S,2F
579111662FS,005,5791,0,11,000000000,066,0001725,0001725,000,10012019,N,I,N,S,2F
579111672FS,005,5791,0,11,000000000,067,0001725,0001725,000,10012019,N,I,N,S,2F
579111682FS,005,5791,0,11,000000000,068,0001725,0001725,000,10012019,N,I,N,S,2F
579111692FS,005,5791,0,11,000000000,069,0001725,0001725,000,10012019,N,I,N,S,2F
579111702FS,005,5791,0,11,000000000,070,0002066,0002066,000,10012019,N,I,N,S,2F
579111712FS,005,5791,0,11,000000000,071,0002066,0002066,000,10012019,N,I,N,S,2F
579111722FS,005,5791,0,11,000000000,072,0002066,0002066,000,10012019,N,I,N,S,2F
579111732FS,005,5791,0,11,000000000,073,0002066,0002066,000,10012019,N,I,N,S,2F
579111742FS,005,5791,0,11,000000000,074,0002066,0002066,000,10012019,N,I,N,S,2F
579111752FS,005,5791,0,11,000000000,075,0002241,0002241,000,10012019,N,I,N,S,2F
579111762FS,005,5791,0,11,000000000,076,0002241,0002241,000,10012019,N,I,N,S,2F
579111772FS,005,5791,0,11,000000000,077,0002241,0002241,000,10012019,N,I,N,S,2F
579111782FS,005,5791,0,11,000000000,078,0002241,0002241,000,10012019,N,I,N,S,2F
579111792FS,005,5791,0,11,000000000,079,0002241,0002241,000,10012019,N,I,N,S,2F
579111802FS,005,5791,0,11,000000000,080,0002192,0002192,000,10012019,N,I,N,S,2F
579111812FS,005,5791,0,11,000000000,081,0002192,0002192,000,10012019,N,I,N,S,2F
579111822FS,005,5791,0,11,000000000,082,0002192,0002192,000,10012019,N,I,N,S,2F
579111832FS,005,5791,0,11,000000000,083,0002192,0002192,000,10012019,N,I,N,S,2F
579111842FS,005,5791,0,11,000000000,084,0002192,0002192,000,10012019,N,I,N,S,2F
579111852FS,005,5791,0,11,000000000,085,0001651,0001651,000,10012019,N,I,N,S,2F
579111862FS,005,5791,0,11,000000000,086,0001651,0001651,000,10012019,N,I,N,S,2F
579111872FS,005,5791,0,11,000000000,087,0001651,0001651,000,10012019,N,I,N,S,2F
579111882FS,005,5791,0,11,000000000,088,0001651,0001651,000,10012019,N,I,N,S,2F
579111892FS,005,5791,0,11,000000000,089,0001651,0001651,000,10012019,N,I,N,S,2F
579111902FS,005,5791,0,11,000000000,090,0001165,0001165,000,10012019,N,I,N,S,2F
579111912FS,005,5791,0,11,000000000,091,0001165,0001165,000,10012019,N,I,N,S,2F
579111922FS,005,5791,0,11,000000000,092,0001165,0001165,000,10012019,N,I,N,S,2F
579111932FS,005,5791,0,11,000000000,093,0001165,0001165,000,10012019,N,I,N,S,2F
579111942FS,005,5791,0,11,000000000,094,0001165,0001165,000,10012019,N,I,N,S,2F
579111952FS,005,5791,0,11,000000000,095,0000425,0000425,000,10012019,N,I,N,S,2F
579111962FS,005,5791,0,11,000000000,096,0000425,0000425,000,10012019,N,I,N,S,2F
579111972FS,005,5791,0,11,000000000,097,0000425,0000425,000,10012019,N,I,N,S,2F
579111982FS,005,5791,0,11,000000000,098,0000425,0000425,000,10012019,N,I,N,S,2F
579111992FS,005,5791,0,11,000000000,099,0000425,0000425,000,10012019,N,I,N,S,2F
57761118EEN,005,5776,0,11,000000000,018,0000210,0000210,000,10012019,N,I,N,N,EE
57761119EEN,005,5776,0,11,000000000,019,0000210,0000210,000,10012019,N,I,N,N,EE
57761120EEN,005,5776,0,11,000000000,020,0000210,0000210,000,10012019,N,I,N,N,EE
57761121EEN,005,5776,0,11,000000000,021,0000210,0000210,000,10012019,N,I,N,N,EE
57761122EEN,005,5776,0,11,000000000,022,0000210,0000210,000,10012019,N,I,N,N,EE
57761123EEN,005,5776,0,11,000000000,023,0000210,0000210,000,10012019,N,I,N,N,EE
57761124EEN,005,5776,0,11,000000000,024,0000210,0000210,000,10012019,N,I,N,N,EE
57761125EEN,005,5776,0,11,000000000,025,0000210,0000210,000,10012019,N,I,N,N,EE
57761126EEN,005,5776,0,11,000000000,026,0000210,0000210,000,10012019,N,I,N,N,EE
57761127EEN,005,5776,0,11,000000000,027,0000210,0000210,000,10012019,N,I,N,N,EE
57761128EEN,005,5776,0,11,000000000,028,0000210,0000210,000,10012019,N,I,N,N,EE
57761129EEN,005,5776,0,11,000000000,029,0000210,0000210,000,10012019,N,I,N,N,EE
57761130EEN,005,5776,0,11,000000000,030,0000384,0000384,000,10012019,N,I,N,N,EE
57761131EEN,005,5776,0,11,000000000,031,0000384,0000384,000,10012019,N,I,N,N,EE
57761132EEN,005,5776,0,11,000000000,032,0000384,0000384,000,10012019,N,I,N,N,EE
57761133EEN,005,5776,0,11,000000000,033,0000384,0000384,000,10012019,N,I,N,N,EE
57761134EEN,005,5776,0,11,000000000,034,0000384,0000384,000,10012019,N,I,N,N,EE
57761135EEN,005,5776,0,11,000000000,035,0000541,0000541,000,10012019,N,I,N,N,EE
57761136EEN,005,5776,0,11,000000000,036,0000541,0000541,000,10012019,N,I,N,N,EE
57761137EEN,005,5776,0,11,000000000,037,0000541,0000541,000,10012019,N,I,N,N,EE
57761138EEN,005,5776,0,11,000000000,038,0000541,0000541,000,10012019,N,I,N,N,EE
57761139EEN,005,5776,0,11,000000000,039,0000541,0000541,000,10012019,N,I,N,N,EE
57761140EEN,005,5776,0,11,000000000,040,0000743,0000743,000,10012019,N,I,N,N,EE
57761141EEN,005,5776,0,11,000000000,041,0000743,0000743,000,10012019,N,I,N,N,EE
57761142EEN,005,5776,0,11,000000000,042,0000743,0000743,000,10012019,N,I,N,N,EE
57761143EEN,005,5776,0,11,000000000,043,0000743,0000743,000,10012019,N,I,N,N,EE
57761144EEN,005,5776,0,11,000000000,044,0000743,0000743,000,10012019,N,I,N,N,EE
57761145EEN,005,5776,0,11,000000000,045,0001037,0001037,000,10012019,N,I,N,N,EE
57761146EEN,005,5776,0,11,000000000,046,0001037,0001037,000,10012019,N,I,N,N,EE
57761147EEN,005,5776,0,11,000000000,047,0001037,0001037,000,10012019,N,I,N,N,EE
57761148EEN,005,5776,0,11,000000000,048,0001037,0001037,000,10012019,N,I,N,N,EE
57761149EEN,005,5776,0,11,000000000,049,0001037,0001037,000,10012019,N,I,N,N,EE
57761150EEN,005,5776,0,11,000000000,050,0001372,0001372,000,10012019,N,I,N,N,EE
57761151EEN,005,5776,0,11,000000000,051,0001372,0001372,000,10012019,N,I,N,N,EE
57761152EEN,005,5776,0,11,000000000,052,0001372,0001372,000,10012019,N,I,N,N,EE
57761153EEN,005,5776,0,11,000000000,053,0001372,0001372,000,10012019,N,I,N,N,EE
57761154EEN,005,5776,0,11,000000000,054,0001372,0001372,000,10012019,N,I,N,N,EE
57761155EEN,005,5776,0,11,000000000,055,0001745,0001745,000,10012019,N,I,N,N,EE
57761156EEN,005,5776,0,11,000000000,056,0001745,0001745,000,10012019,N,I,N,N,EE
57761157EEN,005,5776,0,11,000000000,057,0001745,0001745,000,10012019,N,I,N,N,EE
57761158EEN,005,5776,0,11,000000000,058,0001745,0001745,000,10012019,N,I,N,N,EE
57761159EEN,005,5776,0,11,000000000,059,0001745,0001745,000,10012019,N,I,N,N,EE
57761160EEN,005,5776,0,11,000000000,060,0002195,0002195,000,10012019,N,I,N,N,EE
57761161EEN,005,5776,0,11,000000000,061,0002195,0002195,000,10012019,N,I,N,N,EE
57761162EEN,005,5776,0,11,000000000,062,0002195,0002195,000,10012019,N,I,N,N,EE
57761163EEN,005,5776,0,11,000000000,063,0002195,0002195,000,10012019,N,I,N,N,EE
57761164EEN,005,5776,0,11,000000000,064,0002195,0002195,000,10012019,N,I,N,N,EE
