lookup,comp,plan,sex,state,units,age,inprem,reprem,area,effdate,areach,agetype,comm,tobacco,class,ratetype,emptype
57964489EES,005,5796,0,44,000000000,089,0011847,0011847,000,10142019,N,I,N,S,,,EE
57964490EES,005,5796,0,44,000000000,090,0009554,0009554,000,10142019,N,I,N,S,,,EE
57964491EES,005,5796,0,44,000000000,091,0009554,0009554,000,10142019,N,I,N,S,,,EE
57964492EES,005,5796,0,44,000000000,092,0009554,0009554,000,10142019,N,I,N,S,,,EE
57964493EES,005,5796,0,44,000000000,093,0009554,0009554,000,10142019,N,I,N,S,,,EE
57964494EES,005,5796,0,44,000000000,094,0009554,0009554,000,10142019,N,I,N,S,,,EE
57964495EES,005,5796,0,44,000000000,095,0006123,0006123,000,10142019,N,I,N,S,,,EE
57964496EES,005,5796,0,44,000000000,096,0006123,0006123,000,10142019,N,I,N,S,,,EE
57964497EES,005,5796,0,44,000000000,097,0006123,0006123,000,10142019,N,I,N,S,,,EE
57964498EES,005,5796,0,44,000000000,098,0006123,0006123,000,10142019,N,I,N,S,,,EE
57964499EES,005,5796,0,44,000000000,099,0006123,0006123,000,10142019,N,I,N,S,,,EE
57964418ESS,005,5796,0,44,000000000,018,0001977,0001977,000,10142019,N,I,N,S,,,ES
57964419ESS,005,5796,0,44,000000000,019,0001977,0001977,000,10142019,N,I,N,S,,,ES
57964420ESS,005,5796,0,44,000000000,020,0001977,0001977,000,10142019,N,I,N,S,,,ES
57964421ESS,005,5796,0,44,000000000,021,0001977,0001977,000,10142019,N,I,N,S,,,ES
57964422ESS,005,5796,0,44,000000000,022,0001977,0001977,000,10142019,N,I,N,S,,,ES
57964423ESS,005,5796,0,44,000000000,023,0001977,0001977,000,10142019,N,I,N,S,,,ES
57964424ESS,005,5796,0,44,000000000,024,0001977,0001977,000,10142019,N,I,N,S,,,ES
57964425ESS,005,5796,0,44,000000000,025,0001977,0001977,000,10142019,N,I,N,S,,,ES
57964426ESS,005,5796,0,44,000000000,026,0001977,0001977,000,10142019,N,I,N,S,,,ES
57964427ESS,005,5796,0,44,000000000,027,0001977,0001977,000,10142019,N,I,N,S,,,ES
57964428ESS,005,5796,0,44,000000000,028,0001977,0001977,000,10142019,N,I,N,S,,,ES
57964429ESS,005,5796,0,44,000000000,029,0001977,0001977,000,10142019,N,I,N,S,,,ES
57964430ESS,005,5796,0,44,000000000,030,0003885,0003885,000,10142019,N,I,N,S,,,ES
57964431ESS,005,5796,0,44,000000000,031,0003885,0003885,000,10142019,N,I,N,S,,,ES
57964432ESS,005,5796,0,44,000000000,032,0003885,0003885,000,10142019,N,I,N,S,,,ES
57964433ESS,005,5796,0,44,000000000,033,0003885,0003885,000,10142019,N,I,N,S,,,ES
57964434ESS,005,5796,0,44,000000000,034,0003885,0003885,000,10142019,N,I,N,S,,,ES
57964435ESS,005,5796,0,44,000000000,035,0005716,0005716,000,10142019,N,I,N,S,,,ES
57964436ESS,005,5796,0,44,000000000,036,0005716,0005716,000,10142019,N,I,N,S,,,ES
57964437ESS,005,5796,0,44,000000000,037,0005716,0005716,000,10142019,N,I,N,S,,,ES
57964438ESS,005,5796,0,44,000000000,038,0005716,0005716,000,10142019,N,I,N,S,,,ES
57964439ESS,005,5796,0,44,000000000,039,0005716,0005716,000,10142019,N,I,N,S,,,ES
57964440ESS,005,5796,0,44,000000000,040,0007914,0007914,000,10142019,N,I,N,S,,,ES
57964441ESS,005,5796,0,44,000000000,041,0007914,0007914,000,10142019,N,I,N,S,,,ES
57964442ESS,005,5796,0,44,000000000,042,0007914,0007914,000,10142019,N,I,N,S,,,ES
57964443ESS,005,5796,0,44,000000000,043,0007914,0007914,000,10142019,N,I,N,S,,,ES
57964444ESS,005,5796,0,44,000000000,044,0007914,0007914,000,10142019,N,I,N,S,,,ES
57964445ESS,005,5796,0,44,000000000,045,0011244,0011244,000,10142019,N,I,N,S,,,ES
57964446ESS,005,5796,0,44,000000000,046,0011244,0011244,000,10142019,N,I,N,S,,,ES
57964447ESS,005,5796,0,44,000000000,047,0011244,0011244,000,10142019,N,I,N,S,,,ES
57964448ESS,005,5796,0,44,000000000,048,0011244,0011244,000,10142019,N,I,N,S,,,ES
57964449ESS,005,5796,0,44,000000000,049,0011244,0011244,000,10142019,N,I,N,S,,,ES
57964450ESS,005,5796,0,44,000000000,050,0016211,0016211,000,10142019,N,I,N,S,,,ES
57964451ESS,005,5796,0,44,000000000,051,0016211,0016211,000,10142019,N,I,N,S,,,ES
57964452ESS,005,5796,0,44,000000000,052,0016211,0016211,000,10142019,N,I,N,S,,,ES
57964453ESS,005,5796,0,44,000000000,053,0016211,0016211,000,10142019,N,I,N,S,,,ES
57964454ESS,005,5796,0,44,000000000,054,0016211,0016211,000,10142019,N,I,N,S,,,ES
57964455ESS,005,5796,0,44,000000000,055,0019819,0019819,000,10142019,N,I,N,S,,,ES
57964456ESS,005,5796,0,44,000000000,056,0019819,0019819,000,10142019,N,I,N,S,,,ES
57964457ESS,005,5796,0,44,000000000,057,0019819,0019819,000,10142019,N,I,N,S,,,ES
57964458ESS,005,5796,0,44,000000000,058,0019819,0019819,000,10142019,N,I,N,S,,,ES
57964459ESS,005,5796,0,44,000000000,059,0019819,0019819,000,10142019,N,I,N,S,,,ES
57964460ESS,005,5796,0,44,000000000,060,0023389,0023389,000,10142019,N,I,N,S,,,ES
57964461ESS,005,5796,0,44,000000000,061,0023389,0023389,000,10142019,N,I,N,S,,,ES
57964462ESS,005,5796,0,44,000000000,062,0023389,0023389,000,10142019,N,I,N,S,,,ES
57964463ESS,005,5796,0,44,000000000,063,0023389,0023389,000,10142019,N,I,N,S,,,ES
57964464ESS,005,5796,0,44,000000000,064,0023389,0023389,000,10142019,N,I,N,S,,,ES
57964465ESS,005,5796,0,44,000000000,065,0028314,0028314,000,10142019,N,I,N,S,,,ES
57964466ESS,005,5796,0,44,000000000,066,0028314,0028314,000,10142019,N,I,N,S,,,ES
57964467ESS,005,5796,0,44,000000000,067,0028314,0028314,000,10142019,N,I,N,S,,,ES
57964468ESS,005,5796,0,44,000000000,068,0028314,0028314,000,10142019,N,I,N,S,,,ES
57964469ESS,005,5796,0,44,000000000,069,0028314,0028314,000,10142019,N,I,N,S,,,ES
57964470ESS,005,5796,0,44,000000000,070,0031196,0031196,000,10142019,N,I,N,S,,,ES
57964471ESS,005,5796,0,44,000000000,071,0031196,0031196,000,10142019,N,I,N,S,,,ES
57964472ESS,005,5796,0,44,000000000,072,0031196,0031196,000,10142019,N,I,N,S,,,ES
57964473ESS,005,5796,0,44,000000000,073,0031196,0031196,000,10142019,N,I,N,S,,,ES
57964474ESS,005,5796,0,44,000000000,074,0031196,0031196,000,10142019,N,I,N,S,,,ES
57964475ESS,005,5796,0,44,000000000,075,0031248,0031248,000,10142019,N,I,N,S,,,ES
57964476ESS,005,5796,0,44,000000000,076,0031248,0031248,000,10142019,N,I,N,S,,,ES
57964477ESS,005,5796,0,44,000000000,077,0031248,0031248,000,10142019,N,I,N,S,,,ES
57964478ESS,005,5796,0,44,000000000,078,0031248,0031248,000,10142019,N,I,N,S,,,ES
57964479ESS,005,5796,0,44,000000000,079,0031248,0031248,000,10142019,N,I,N,S,,,ES
57964480ESS,005,5796,0,44,000000000,080,0028823,0028823,000,10142019,N,I,N,S,,,ES
57964481ESS,005,5796,0,44,000000000,081,0028823,0028823,000,10142019,N,I,N,S,,,ES
57964482ESS,005,5796,0,44,000000000,082,0028823,0028823,000,10142019,N,I,N,S,,,ES
57964483ESS,005,5796,0,44,000000000,083,0028823,0028823,000,10142019,N,I,N,S,,,ES
57964484ESS,005,5796,0,44,000000000,084,0028823,0028823,000,10142019,N,I,N,S,,,ES
57964485ESS,005,5796,0,44,000000000,085,0024997,0024997,000,10142019,N,I,N,S,,,ES
57964486ESS,005,5796,0,44,000000000,086,0024997,0024997,000,10142019,N,I,N,S,,,ES
57964487ESS,005,5796,0,44,000000000,087,0024997,0024997,000,10142019,N,I,N,S,,,ES
57964488ESS,005,5796,0,44,000000000,088,0024997,0024997,000,10142019,N,I,N,S,,,ES
57964489ESS,005,5796,0,44,000000000,089,0024997,0024997,000,10142019,N,I,N,S,,,ES
57964490ESS,005,5796,0,44,000000000,090,0020632,0020632,000,10142019,N,I,N,S,,,ES
57964491ESS,005,5796,0,44,000000000,091,0020632,0020632,000,10142019,N,I,N,S,,,ES
57964492ESS,005,5796,0,44,000000000,092,0020632,0020632,000,10142019,N,I,N,S,,,ES
57964493ESS,005,5796,0,44,000000000,093,0020632,0020632,000,10142019,N,I,N,S,,,ES
57964494ESS,005,5796,0,44,000000000,094,0020632,0020632,000,10142019,N,I,N,S,,,ES
57964495ESS,005,5796,0,44,000000000,095,0014592,0014592,000,10142019,N,I,N,S,,,ES
57964496ESS,005,5796,0,44,000000000,096,0014592,0014592,000,10142019,N,I,N,S,,,ES
57964497ESS,005,5796,0,44,000000000,097,0014592,0014592,000,10142019,N,I,N,S,,,ES
57964498ESS,005,5796,0,44,000000000,098,0014592,0014592,000,10142019,N,I,N,S,,,ES
57964499ESS,005,5796,0,44,000000000,099,0014592,0014592,000,10142019,N,I,N,S,,,ES
579644181FS,005,5796,0,44,000000000,018,0001217,0001217,000,10142019,N,I,N,S,,,1F
579644191FS,005,5796,0,44,000000000,019,0001217,0001217,000,10142019,N,I,N,S,,,1F
579644201FS,005,5796,0,44,000000000,020,0001217,0001217,000,10142019,N,I,N,S,,,1F
579644211FS,005,5796,0,44,000000000,021,0001217,0001217,000,10142019,N,I,N,S,,,1F
579644221FS,005,5796,0,44,000000000,022,0001217,0001217,000,10142019,N,I,N,S,,,1F
579644231FS,005,5796,0,44,000000000,023,0001217,0001217,000,10142019,N,I,N,S,,,1F
579644241FS,005,5796,0,44,000000000,024,0001217,0001217,000,10142019,N,I,N,S,,,1F
579644251FS,005,5796,0,44,000000000,025,0001217,0001217,000,10142019,N,I,N,S,,,1F
579644261FS,005,5796,0,44,000000000,026,0001217,0001217,000,10142019,N,I,N,S,,,1F
579644271FS,005,5796,0,44,000000000,027,0001217,0001217,000,10142019,N,I,N,S,,,1F
579644281FS,005,5796,0,44,000000000,028,0001217,0001217,000,10142019,N,I,N,S,,,1F
579644291FS,005,5796,0,44,000000000,029,0001217,0001217,000,10142019,N,I,N,S,,,1F
579644301FS,005,5796,0,44,000000000,030,0002277,0002277,000,10142019,N,I,N,S,,,1F
579644311FS,005,5796,0,44,000000000,031,0002277,0002277,000,10142019,N,I,N,S,,,1F
579644321FS,005,5796,0,44,000000000,032,0002277,0002277,000,10142019,N,I,N,S,,,1F
579644331FS,005,5796,0,44,000000000,033,0002277,0002277,000,10142019,N,I,N,S,,,1F
579644341FS,005,5796,0,44,000000000,034,0002277,0002277,000,10142019,N,I,N,S,,,1F
579644351FS,005,5796,0,44,000000000,035,0003241,0003241,000,10142019,N,I,N,S,,,1F
579644361FS,005,5796,0,44,000000000,036,0003241,0003241,000,10142019,N,I,N,S,,,1F
579644371FS,005,5796,0,44,000000000,037,0003241,0003241,000,10142019,N,I,N,S,,,1F
579644381FS,005,5796,0,44,000000000,038,0003241,0003241,000,10142019,N,I,N,S,,,1F
579644391FS,005,5796,0,44,000000000,039,0003241,0003241,000,10142019,N,I,N,S,,,1F
579644401FS,005,5796,0,44,000000000,040,0004383,0004383,000,10142019,N,I,N,S,,,1F
579644411FS,005,5796,0,44,000000000,041,0004383,0004383,000,10142019,N,I,N,S,,,1F
579644421FS,005,5796,0,44,000000000,042,0004383,0004383,000,10142019,N,I,N,S,,,1F
579644431FS,005,5796,0,44,000000000,043,0004383,0004383,000,10142019,N,I,N,S,,,1F
579644441FS,005,5796,0,44,000000000,044,0004383,0004383,000,10142019,N,I,N,S,,,1F
579644451FS,005,5796,0,44,000000000,045,0006443,0006443,000,10142019,N,I,N,S,,,1F
579644461FS,005,5796,0,44,000000000,046,0006443,0006443,000,10142019,N,I,N,S,,,1F
579644471FS,005,5796,0,44,000000000,047,0006443,0006443,000,10142019,N,I,N,S,,,1F
579644481FS,005,5796,0,44,000000000,048,0006443,0006443,000,10142019,N,I,N,S,,,1F
579644491FS,005,5796,0,44,000000000,049,0006443,0006443,000,10142019,N,I,N,S,,,1F
579644501FS,005,5796,0,44,000000000,050,0008600,0008600,000,10142019,N,I,N,S,,,1F
579644511FS,005,5796,0,44,000000000,051,0008600,0008600,000,10142019,N,I,N,S,,,1F
579644521FS,005,5796,0,44,000000000,052,0008600,0008600,000,10142019,N,I,N,S,,,1F
579644531FS,005,5796,0,44,000000000,053,0008600,0008600,000,10142019,N,I,N,S,,,1F
579644541FS,005,5796,0,44,000000000,054,0008600,0008600,000,10142019,N,I,N,S,,,1F
579644551FS,005,5796,0,44,000000000,055,0010374,0010374,000,10142019,N,I,N,S,,,1F
579644561FS,005,5796,0,44,000000000,056,0010374,0010374,000,10142019,N,I,N,S,,,1F
579644571FS,005,5796,0,44,000000000,057,0010374,0010374,000,10142019,N,I,N,S,,,1F
579644581FS,005,5796,0,44,000000000,058,0010374,0010374,000,10142019,N,I,N,S,,,1F
579644591FS,005,5796,0,44,000000000,059,0010374,0010374,000,10142019,N,I,N,S,,,1F
579644601FS,005,5796,0,44,000000000,060,0012220,0012220,000,10142019,N,I,N,S,,,1F
579644611FS,005,5796,0,44,000000000,061,0012220,0012220,000,10142019,N,I,N,S,,,1F
579644621FS,005,5796,0,44,000000000,062,0012220,0012220,000,10142019,N,I,N,S,,,1F
579644631FS,005,5796,0,44,000000000,063,0012220,0012220,000,10142019,N,I,N,S,,,1F
579644641FS,005,5796,0,44,000000000,064,0012220,0012220,000,10142019,N,I,N,S,,,1F
579644651FS,005,5796,0,44,000000000,065,0014719,0014719,000,10142019,N,I,N,S,,,1F
579644661FS,005,5796,0,44,000000000,066,0014719,0014719,000,10142019,N,I,N,S,,,1F
579644671FS,005,5796,0,44,000000000,067,0014719,0014719,000,10142019,N,I,N,S,,,1F
579644681FS,005,5796,0,44,000000000,068,0014719,0014719,000,10142019,N,I,N,S,,,1F
579644691FS,005,5796,0,44,000000000,069,0014719,0014719,000,10142019,N,I,N,S,,,1F
579644701FS,005,5796,0,44,000000000,070,0015753,0015753,000,10142019,N,I,N,S,,,1F
579644711FS,005,5796,0,44,000000000,071,0015753,0015753,000,10142019,N,I,N,S,,,1F
579644721FS,005,5796,0,44,000000000,072,0015753,0015753,000,10142019,N,I,N,S,,,1F
579644731FS,005,5796,0,44,000000000,073,0015753,0015753,000,10142019,N,I,N,S,,,1F
579644741FS,005,5796,0,44,000000000,074,0015753,0015753,000,10142019,N,I,N,S,,,1F
579644751FS,005,5796,0,44,000000000,075,0015415,0015415,000,10142019,N,I,N,S,,,1F
579644761FS,005,5796,0,44,000000000,076,0015415,0015415,000,10142019,N,I,N,S,,,1F
579644771FS,005,5796,0,44,000000000,077,0015415,0015415,000,10142019,N,I,N,S,,,1F
579644781FS,005,5796,0,44,000000000,078,0015415,0015415,000,10142019,N,I,N,S,,,1F
579644791FS,005,5796,0,44,000000000,079,0015415,0015415,000,10142019,N,I,N,S,,,1F
579644801FS,005,5796,0,44,000000000,080,0013882,0013882,000,10142019,N,I,N,S,,,1F
579644811FS,005,5796,0,44,000000000,081,0013882,0013882,000,10142019,N,I,N,S,,,1F
579644821FS,005,5796,0,44,000000000,082,0013882,0013882,000,10142019,N,I,N,S,,,1F
579644831FS,005,5796,0,44,000000000,083,0013882,0013882,000,10142019,N,I,N,S,,,1F
579644841FS,005,5796,0,44,000000000,084,0013882,0013882,000,10142019,N,I,N,S,,,1F
579644851FS,005,5796,0,44,000000000,085,0011903,0011903,000,10142019,N,I,N,S,,,1F
579644861FS,005,5796,0,44,000000000,086,0011903,0011903,000,10142019,N,I,N,S,,,1F
579644871FS,005,5796,0,44,000000000,087,0011903,0011903,000,10142019,N,I,N,S,,,1F
579644881FS,005,5796,0,44,000000000,088,0011903,0011903,000,10142019,N,I,N,S,,,1F
579644891FS,005,5796,0,44,000000000,089,0011903,0011903,000,10142019,N,I,N,S,,,1F
579644901FS,005,5796,0,44,000000000,090,0009610,0009610,000,10142019,N,I,N,S,,,1F
579644911FS,005,5796,0,44,000000000,091,0009610,0009610,000,10142019,N,I,N,S,,,1F
579644921FS,005,5796,0,44,000000000,092,0009610,0009610,000,10142019,N,I,N,S,,,1F
579644931FS,005,5796,0,44,000000000,093,0009610,0009610,000,10142019,N,I,N,S,,,1F
579644941FS,005,5796,0,44,000000000,094,0009610,0009610,000,10142019,N,I,N,S,,,1F
579644951FS,005,5796,0,44,000000000,095,0006179,0006179,000,10142019,N,I,N,S,,,1F
579644961FS,005,5796,0,44,000000000,096,0006179,0006179,000,10142019,N,I,N,S,,,1F
579644971FS,005,5796,0,44,000000000,097,0006179,0006179,000,10142019,N,I,N,S,,,1F
579644981FS,005,5796,0,44,000000000,098,0006179,0006179,000,10142019,N,I,N,S,,,1F
579644991FS,005,5796,0,44,000000000,099,0006179,0006179,000,10142019,N,I,N,S,,,1F
579644182FS,005,5796,0,44,000000000,018,0002065,0002065,000,10142019,N,I,N,S,,,2F
579644192FS,005,5796,0,44,000000000,019,0002065,0002065,000,10142019,N,I,N,S,,,2F
579644202FS,005,5796,0,44,000000000,020,0002065,0002065,000,10142019,N,I,N,S,,,2F
579644212FS,005,5796,0,44,000000000,021,0002065,0002065,000,10142019,N,I,N,S,,,2F
579644222FS,005,5796,0,44,000000000,022,0002065,0002065,000,10142019,N,I,N,S,,,2F
579644232FS,005,5796,0,44,000000000,023,0002065,0002065,000,10142019,N,I,N,S,,,2F
579644242FS,005,5796,0,44,000000000,024,0002065,0002065,000,10142019,N,I,N,S,,,2F
579644252FS,005,5796,0,44,000000000,025,0002065,0002065,000,10142019,N,I,N,S,,,2F
579644262FS,005,5796,0,44,000000000,026,0002065,0002065,000,10142019,N,I,N,S,,,2F
579644272FS,005,5796,0,44,000000000,027,0002065,0002065,000,10142019,N,I,N,S,,,2F
579644282FS,005,5796,0,44,000000000,028,0002065,0002065,000,10142019,N,I,N,S,,,2F
579644292FS,005,5796,0,44,000000000,029,0002065,0002065,000,10142019,N,I,N,S,,,2F
579644302FS,005,5796,0,44,000000000,030,0003996,0003996,000,10142019,N,I,N,S,,,2F
579644312FS,005,5796,0,44,000000000,031,0003996,0003996,000,10142019,N,I,N,S,,,2F
579644322FS,005,5796,0,44,000000000,032,0003996,0003996,000,10142019,N,I,N,S,,,2F
579644332FS,005,5796,0,44,000000000,033,0003996,0003996,000,10142019,N,I,N,S,,,2F
579644342FS,005,5796,0,44,000000000,034,0003996,0003996,000,10142019,N,I,N,S,,,2F
579644352FS,005,5796,0,44,000000000,035,0005839,0005839,000,10142019,N,I,N,S,,,2F
579644362FS,005,5796,0,44,000000000,036,0005839,0005839,000,10142019,N,I,N,S,,,2F
579644372FS,005,5796,0,44,000000000,037,0005839,0005839,000,10142019,N,I,N,S,,,2F
579644382FS,005,5796,0,44,000000000,038,0005839,0005839,000,10142019,N,I,N,S,,,2F
579644392FS,005,5796,0,44,000000000,039,0005839,0005839,000,10142019,N,I,N,S,,,2F
579644402FS,005,5796,0,44,000000000,040,0008036,0008036,000,10142019,N,I,N,S,,,2F
579644412FS,005,5796,0,44,000000000,041,0008036,0008036,000,10142019,N,I,N,S,,,2F
579644422FS,005,5796,0,44,000000000,042,0008036,0008036,000,10142019,N,I,N,S,,,2F
579644432FS,005,5796,0,44,000000000,043,0008036,0008036,000,10142019,N,I,N,S,,,2F
579644442FS,005,5796,0,44,000000000,044,0008036,0008036,000,10142019,N,I,N,S,,,2F
579644452FS,005,5796,0,44,000000000,045,0011366,0011366,000,10142019,N,I,N,S,,,2F
579644462FS,005,5796,0,44,000000000,046,0011366,0011366,000,10142019,N,I,N,S,,,2F
579644472FS,005,5796,0,44,000000000,047,0011366,0011366,000,10142019,N,I,N,S,,,2F
579644482FS,005,5796,0,44,000000000,048,0011366,0011366,000,10142019,N,I,N,S,,,2F
579644492FS,005,5796,0,44,000000000,049,0011366,0011366,000,10142019,N,I,N,S,,,2F
579644502FS,005,5796,0,44,000000000,050,0016322,0016322,000,10142019,N,I,N,S,,,2F
579644512FS,005,5796,0,44,000000000,051,0016322,0016322,000,10142019,N,I,N,S,,,2F
579644522FS,005,5796,0,44,000000000,052,0016322,0016322,000,10142019,N,I,N,S,,,2F
579644532FS,005,5796,0,44,000000000,053,0016322,0016322,000,10142019,N,I,N,S,,,2F
579644542FS,005,5796,0,44,000000000,054,0016322,0016322,000,10142019,N,I,N,S,,,2F
579644552FS,005,5796,0,44,000000000,055,0019913,0019913,000,10142019,N,I,N,S,,,2F
579644562FS,005,5796,0,44,000000000,056,0019913,0019913,000,10142019,N,I,N,S,,,2F
579644572FS,005,5796,0,44,000000000,057,0019913,0019913,000,10142019,N,I,N,S,,,2F
579644582FS,005,5796,0,44,000000000,058,0019913,0019913,000,10142019,N,I,N,S,,,2F
579644592FS,005,5796,0,44,000000000,059,0019913,0019913,000,10142019,N,I,N,S,,,2F
579644602FS,005,5796,0,44,000000000,060,0023472,0023472,000,10142019,N,I,N,S,,,2F
579644612FS,005,5796,0,44,000000000,061,0023472,0023472,000,10142019,N,I,N,S,,,2F
579644622FS,005,5796,0,44,000000000,062,0023472,0023472,000,10142019,N,I,N,S,,,2F
579644632FS,005,5796,0,44,000000000,063,0023472,0023472,000,10142019,N,I,N,S,,,2F
579644642FS,005,5796,0,44,000000000,064,0023472,0023472,000,10142019,N,I,N,S,,,2F
579644652FS,005,5796,0,44,000000000,065,0028387,0028387,000,10142019,N,I,N,S,,,2F
579644662FS,005,5796,0,44,000000000,066,0028387,0028387,000,10142019,N,I,N,S,,,2F
579644672FS,005,5796,0,44,000000000,067,0028387,0028387,000,10142019,N,I,N,S,,,2F
579644682FS,005,5796,0,44,000000000,068,0028387,0028387,000,10142019,N,I,N,S,,,2F
579644692FS,005,5796,0,44,000000000,069,0028387,0028387,000,10142019,N,I,N,S,,,2F
579644702FS,005,5796,0,44,000000000,070,0031261,0031261,000,10142019,N,I,N,S,,,2F
579644712FS,005,5796,0,44,000000000,071,0031261,0031261,000,10142019,N,I,N,S,,,2F
579644722FS,005,5796,0,44,000000000,072,0031261,0031261,000,10142019,N,I,N,S,,,2F
579644732FS,005,5796,0,44,000000000,073,0031261,0031261,000,10142019,N,I,N,S,,,2F
579644742FS,005,5796,0,44,000000000,074,0031261,0031261,000,10142019,N,I,N,S,,,2F
579644752FS,005,5796,0,44,000000000,075,0031308,0031308,000,10142019,N,I,N,S,,,2F
579644762FS,005,5796,0,44,000000000,076,0031308,0031308,000,10142019,N,I,N,S,,,2F
579644772FS,005,5796,0,44,000000000,077,0031308,0031308,000,10142019,N,I,N,S,,,2F
579644782FS,005,5796,0,44,000000000,078,0031308,0031308,000,10142019,N,I,N,S,,,2F
579644792FS,005,5796,0,44,000000000,079,0031308,0031308,000,10142019,N,I,N,S,,,2F
579644802FS,005,5796,0,44,000000000,080,0028879,0028879,000,10142019,N,I,N,S,,,2F
579644812FS,005,5796,0,44,000000000,081,0028879,0028879,000,10142019,N,I,N,S,,,2F
579644822FS,005,5796,0,44,000000000,082,0028879,0028879,000,10142019,N,I,N,S,,,2F
579644832FS,005,5796,0,44,000000000,083,0028879,0028879,000,10142019,N,I,N,S,,,2F
579644842FS,005,5796,0,44,000000000,084,0028879,0028879,000,10142019,N,I,N,S,,,2F
579644852FS,005,5796,0,44,000000000,085,0025054,0025054,000,10142019,N,I,N,S,,,2F
579644862FS,005,5796,0,44,000000000,086,0025054,0025054,000,10142019,N,I,N,S,,,2F
579644872FS,005,5796,0,44,000000000,087,0025054,0025054,000,10142019,N,I,N,S,,,2F
579644882FS,005,5796,0,44,000000000,088,0025054,0025054,000,10142019,N,I,N,S,,,2F
579644892FS,005,5796,0,44,000000000,089,0025054,0025054,000,10142019,N,I,N,S,,,2F
579644902FS,005,5796,0,44,000000000,090,0020689,0020689,000,10142019,N,I,N,S,,,2F
579644912FS,005,5796,0,44,000000000,091,0020689,0020689,000,10142019,N,I,N,S,,,2F
579644922FS,005,5796,0,44,000000000,092,0020689,0020689,000,10142019,N,I,N,S,,,2F
579644932FS,005,5796,0,44,000000000,093,0020689,0020689,000,10142019,N,I,N,S,,,2F
579644942FS,005,5796,0,44,000000000,094,0020689,0020689,000,10142019,N,I,N,S,,,2F
579644952FS,005,5796,0,44,000000000,095,0014649,0014649,000,10142019,N,I,N,S,,,2F
579644962FS,005,5796,0,44,000000000,096,0014649,0014649,000,10142019,N,I,N,S,,,2F
579644972FS,005,5796,0,44,000000000,097,0014649,0014649,000,10142019,N,I,N,S,,,2F
579644982FS,005,5796,0,44,000000000,098,0014649,0014649,000,10142019,N,I,N,S,,,2F
579644992FS,005,5796,0,44,000000000,099,0014649,0014649,000,10142019,N,I,N,S,,,2F
57794418EEN,005,5779,0,44,000000000,018,0000161,0000161,000,10142019,N,I,N,N,,,EE
57794419EEN,005,5779,0,44,000000000,019,0000161,0000161,000,10142019,N,I,N,N,,,EE
57794420EEN,005,5779,0,44,000000000,020,0000161,0000161,000,10142019,N,I,N,N,,,EE
57794421EEN,005,5779,0,44,000000000,021,0000161,0000161,000,10142019,N,I,N,N,,,EE
57794422EEN,005,5779,0,44,000000000,022,0000161,0000161,000,10142019,N,I,N,N,,,EE
57794423EEN,005,5779,0,44,000000000,023,0000161,0000161,000,10142019,N,I,N,N,,,EE
57794424EEN,005,5779,0,44,000000000,024,0000161,0000161,000,10142019,N,I,N,N,,,EE
57794425EEN,005,5779,0,44,000000000,025,0000161,0000161,000,10142019,N,I,N,N,,,EE
57794426EEN,005,5779,0,44,000000000,026,0000161,0000161,000,10142019,N,I,N,N,,,EE
57794427EEN,005,5779,0,44,000000000,027,0000161,0000161,000,10142019,N,I,N,N,,,EE
57794428EEN,005,5779,0,44,000000000,028,0000161,0000161,000,10142019,N,I,N,N,,,EE
57794429EEN,005,5779,0,44,000000000,029,0000161,0000161,000,10142019,N,I,N,N,,,EE
57794430EEN,005,5779,0,44,000000000,030,0000189,0000189,000,10142019,N,I,N,N,,,EE
57794431EEN,005,5779,0,44,000000000,031,0000189,0000189,000,10142019,N,I,N,N,,,EE
57794432EEN,005,5779,0,44,000000000,032,0000189,0000189,000,10142019,N,I,N,N,,,EE
57794433EEN,005,5779,0,44,000000000,033,0000189,0000189,000,10142019,N,I,N,N,,,EE
57794434EEN,005,5779,0,44,000000000,034,0000189,0000189,000,10142019,N,I,N,N,,,EE
57794435EEN,005,5779,0,44,000000000,035,0000210,0000210,000,10142019,N,I,N,N,,,EE
57794436EEN,005,5779,0,44,000000000,036,0000210,0000210,000,10142019,N,I,N,N,,,EE
57794437EEN,005,5779,0,44,000000000,037,0000210,0000210,000,10142019,N,I,N,N,,,EE
57794438EEN,005,5779,0,44,000000000,038,0000210,0000210,000,10142019,N,I,N,N,,,EE
57794439EEN,005,5779,0,44,000000000,039,0000210,0000210,000,10142019,N,I,N,N,,,EE
57794440EEN,005,5779,0,44,000000000,040,0000238,0000238,000,10142019,N,I,N,N,,,EE
57794441EEN,005,5779,0,44,000000000,041,0000238,0000238,000,10142019,N,I,N,N,,,EE
57794442EEN,005,5779,0,44,000000000,042,0000238,0000238,000,10142019,N,I,N,N,,,EE
57794443EEN,005,5779,0,44,000000000,043,0000238,0000238,000,10142019,N,I,N,N,,,EE
57794444EEN,005,5779,0,44,000000000,044,0000238,0000238,000,10142019,N,I,N,N,,,EE
57794445EEN,005,5779,0,44,000000000,045,0000277,0000277,000,10142019,N,I,N,N,,,EE
57794446EEN,005,5779,0,44,000000000,046,0000277,0000277,000,10142019,N,I,N,N,,,EE
57794447EEN,005,5779,0,44,000000000,047,0000277,0000277,000,10142019,N,I,N,N,,,EE
57794448EEN,005,5779,0,44,000000000,048,0000277,0000277,000,10142019,N,I,N,N,,,EE
