lookup,comp,plan,sex,state,units,age,inprem,reprem,area,effdate,areach,agetype,comm,tobacco,class,ratetype,emptype
57774456EEN,005,5777,0,44,000000000,056,0003603,0003603,000,10142019,N,I,N,N,,,EE
57774457EEN,005,5777,0,44,000000000,057,0003603,0003603,000,10142019,N,I,N,N,,,EE
57774458EEN,005,5777,0,44,000000000,058,0003603,0003603,000,10142019,N,I,N,N,,,EE
57774459EEN,005,5777,0,44,000000000,059,0003603,0003603,000,10142019,N,I,N,N,,,EE
57774460EEN,005,5777,0,44,000000000,060,0004640,0004640,000,10142019,N,I,N,N,,,EE
57774461EEN,005,5777,0,44,000000000,061,0004640,0004640,000,10142019,N,I,N,N,,,EE
57774462EEN,005,5777,0,44,000000000,062,0004640,0004640,000,10142019,N,I,N,N,,,EE
57774463EEN,005,5777,0,44,000000000,063,0004640,0004640,000,10142019,N,I,N,N,,,EE
57774464EEN,005,5777,0,44,000000000,064,0004640,0004640,000,10142019,N,I,N,N,,,EE
57774465EEN,005,5777,0,44,000000000,065,0006200,0006200,000,10142019,N,I,N,N,,,EE
57774466EEN,005,5777,0,44,000000000,066,0006200,0006200,000,10142019,N,I,N,N,,,EE
57774467EEN,005,5777,0,44,000000000,067,0006200,0006200,000,10142019,N,I,N,N,,,EE
57774468EEN,005,5777,0,44,000000000,068,0006200,0006200,000,10142019,N,I,N,N,,,EE
57774469EEN,005,5777,0,44,000000000,069,0006200,0006200,000,10142019,N,I,N,N,,,EE
57774470EEN,005,5777,0,44,000000000,070,0007580,0007580,000,10142019,N,I,N,N,,,EE
57774471EEN,005,5777,0,44,000000000,071,0007580,0007580,000,10142019,N,I,N,N,,,EE
57774472EEN,005,5777,0,44,000000000,072,0007580,0007580,000,10142019,N,I,N,N,,,EE
57774473EEN,005,5777,0,44,000000000,073,0007580,0007580,000,10142019,N,I,N,N,,,EE
57774474EEN,005,5777,0,44,000000000,074,0007580,0007580,000,10142019,N,I,N,N,,,EE
57774475EEN,005,5777,0,44,000000000,075,0008870,0008870,000,10142019,N,I,N,N,,,EE
57774476EEN,005,5777,0,44,000000000,076,0008870,0008870,000,10142019,N,I,N,N,,,EE
57774477EEN,005,5777,0,44,000000000,077,0008870,0008870,000,10142019,N,I,N,N,,,EE
57774478EEN,005,5777,0,44,000000000,078,0008870,0008870,000,10142019,N,I,N,N,,,EE
57774479EEN,005,5777,0,44,000000000,079,0008870,0008870,000,10142019,N,I,N,N,,,EE
57774480EEN,005,5777,0,44,000000000,080,0010102,0010102,000,10142019,N,I,N,N,,,EE
57774481EEN,005,5777,0,44,000000000,081,0010102,0010102,000,10142019,N,I,N,N,,,EE
57774482EEN,005,5777,0,44,000000000,082,0010102,0010102,000,10142019,N,I,N,N,,,EE
57774483EEN,005,5777,0,44,000000000,083,0010102,0010102,000,10142019,N,I,N,N,,,EE
57774484EEN,005,5777,0,44,000000000,084,0010102,0010102,000,10142019,N,I,N,N,,,EE
57774485EEN,005,5777,0,44,000000000,085,0011321,0011321,000,10142019,N,I,N,N,,,EE
57774486EEN,005,5777,0,44,000000000,086,0011321,0011321,000,10142019,N,I,N,N,,,EE
57774487EEN,005,5777,0,44,000000000,087,0011321,0011321,000,10142019,N,I,N,N,,,EE
57774488EEN,005,5777,0,44,000000000,088,0011321,0011321,000,10142019,N,I,N,N,,,EE
57774489EEN,005,5777,0,44,000000000,089,0011321,0011321,000,10142019,N,I,N,N,,,EE
57774490EEN,005,5777,0,44,000000000,090,0011880,0011880,000,10142019,N,I,N,N,,,EE
57774491EEN,005,5777,0,44,000000000,091,0011880,0011880,000,10142019,N,I,N,N,,,EE
57774492EEN,005,5777,0,44,000000000,092,0011880,0011880,000,10142019,N,I,N,N,,,EE
57774493EEN,005,5777,0,44,000000000,093,0011880,0011880,000,10142019,N,I,N,N,,,EE
57774494EEN,005,5777,0,44,000000000,094,0011880,0011880,000,10142019,N,I,N,N,,,EE
57774495EEN,005,5777,0,44,000000000,095,0012160,0012160,000,10142019,N,I,N,N,,,EE
57774496EEN,005,5777,0,44,000000000,096,0012160,0012160,000,10142019,N,I,N,N,,,EE
57774497EEN,005,5777,0,44,000000000,097,0012160,0012160,000,10142019,N,I,N,N,,,EE
57774498EEN,005,5777,0,44,000000000,098,0012160,0012160,000,10142019,N,I,N,N,,,EE
57774499EEN,005,5777,0,44,000000000,099,0012160,0012160,000,10142019,N,I,N,N,,,EE
57774418ESN,005,5777,0,44,000000000,018,0000634,0000634,000,10142019,N,I,N,N,,,ES
57774419ESN,005,5777,0,44,000000000,019,0000634,0000634,000,10142019,N,I,N,N,,,ES
57774420ESN,005,5777,0,44,000000000,020,0000634,0000634,000,10142019,N,I,N,N,,,ES
57774421ESN,005,5777,0,44,000000000,021,0000634,0000634,000,10142019,N,I,N,N,,,ES
57774422ESN,005,5777,0,44,000000000,022,0000634,0000634,000,10142019,N,I,N,N,,,ES
57774423ESN,005,5777,0,44,000000000,023,0000634,0000634,000,10142019,N,I,N,N,,,ES
57774424ESN,005,5777,0,44,000000000,024,0000634,0000634,000,10142019,N,I,N,N,,,ES
57774425ESN,005,5777,0,44,000000000,025,0000634,0000634,000,10142019,N,I,N,N,,,ES
57774426ESN,005,5777,0,44,000000000,026,0000634,0000634,000,10142019,N,I,N,N,,,ES
57774427ESN,005,5777,0,44,000000000,027,0000634,0000634,000,10142019,N,I,N,N,,,ES
57774428ESN,005,5777,0,44,000000000,028,0000634,0000634,000,10142019,N,I,N,N,,,ES
57774429ESN,005,5777,0,44,000000000,029,0000634,0000634,000,10142019,N,I,N,N,,,ES
57774430ESN,005,5777,0,44,000000000,030,0001288,0001288,000,10142019,N,I,N,N,,,ES
57774431ESN,005,5777,0,44,000000000,031,0001288,0001288,000,10142019,N,I,N,N,,,ES
57774432ESN,005,5777,0,44,000000000,032,0001288,0001288,000,10142019,N,I,N,N,,,ES
57774433ESN,005,5777,0,44,000000000,033,0001288,0001288,000,10142019,N,I,N,N,,,ES
57774434ESN,005,5777,0,44,000000000,034,0001288,0001288,000,10142019,N,I,N,N,,,ES
57774435ESN,005,5777,0,44,000000000,035,0001930,0001930,000,10142019,N,I,N,N,,,ES
57774436ESN,005,5777,0,44,000000000,036,0001930,0001930,000,10142019,N,I,N,N,,,ES
57774437ESN,005,5777,0,44,000000000,037,0001930,0001930,000,10142019,N,I,N,N,,,ES
57774438ESN,005,5777,0,44,000000000,038,0001930,0001930,000,10142019,N,I,N,N,,,ES
57774439ESN,005,5777,0,44,000000000,039,0001930,0001930,000,10142019,N,I,N,N,,,ES
57774440ESN,005,5777,0,44,000000000,040,0002735,0002735,000,10142019,N,I,N,N,,,ES
57774441ESN,005,5777,0,44,000000000,041,0002735,0002735,000,10142019,N,I,N,N,,,ES
57774442ESN,005,5777,0,44,000000000,042,0002735,0002735,000,10142019,N,I,N,N,,,ES
57774443ESN,005,5777,0,44,000000000,043,0002735,0002735,000,10142019,N,I,N,N,,,ES
57774444ESN,005,5777,0,44,000000000,044,0002735,0002735,000,10142019,N,I,N,N,,,ES
57774445ESN,005,5777,0,44,000000000,045,0003814,0003814,000,10142019,N,I,N,N,,,ES
57774446ESN,005,5777,0,44,000000000,046,0003814,0003814,000,10142019,N,I,N,N,,,ES
57774447ESN,005,5777,0,44,000000000,047,0003814,0003814,000,10142019,N,I,N,N,,,ES
57774448ESN,005,5777,0,44,000000000,048,0003814,0003814,000,10142019,N,I,N,N,,,ES
57774449ESN,005,5777,0,44,000000000,049,0003814,0003814,000,10142019,N,I,N,N,,,ES
57774450ESN,005,5777,0,44,000000000,050,0005289,0005289,000,10142019,N,I,N,N,,,ES
57774451ESN,005,5777,0,44,000000000,051,0005289,0005289,000,10142019,N,I,N,N,,,ES
57774452ESN,005,5777,0,44,000000000,052,0005289,0005289,000,10142019,N,I,N,N,,,ES
57774453ESN,005,5777,0,44,000000000,053,0005289,0005289,000,10142019,N,I,N,N,,,ES
57774454ESN,005,5777,0,44,000000000,054,0005289,0005289,000,10142019,N,I,N,N,,,ES
57774455ESN,005,5777,0,44,000000000,055,0006859,0006859,000,10142019,N,I,N,N,,,ES
57774456ESN,005,5777,0,44,000000000,056,0006859,0006859,000,10142019,N,I,N,N,,,ES
57774457ESN,005,5777,0,44,000000000,057,0006859,0006859,000,10142019,N,I,N,N,,,ES
57774458ESN,005,5777,0,44,000000000,058,0006859,0006859,000,10142019,N,I,N,N,,,ES
57774459ESN,005,5777,0,44,000000000,059,0006859,0006859,000,10142019,N,I,N,N,,,ES
57774460ESN,005,5777,0,44,000000000,060,0008785,0008785,000,10142019,N,I,N,N,,,ES
57774461ESN,005,5777,0,44,000000000,061,0008785,0008785,000,10142019,N,I,N,N,,,ES
57774462ESN,005,5777,0,44,000000000,062,0008785,0008785,000,10142019,N,I,N,N,,,ES
57774463ESN,005,5777,0,44,000000000,063,0008785,0008785,000,10142019,N,I,N,N,,,ES
57774464ESN,005,5777,0,44,000000000,064,0008785,0008785,000,10142019,N,I,N,N,,,ES
57774465ESN,005,5777,0,44,000000000,065,0011780,0011780,000,10142019,N,I,N,N,,,ES
57774466ESN,005,5777,0,44,000000000,066,0011780,0011780,000,10142019,N,I,N,N,,,ES
57774467ESN,005,5777,0,44,000000000,067,0011780,0011780,000,10142019,N,I,N,N,,,ES
57774468ESN,005,5777,0,44,000000000,068,0011780,0011780,000,10142019,N,I,N,N,,,ES
57774469ESN,005,5777,0,44,000000000,069,0011780,0011780,000,10142019,N,I,N,N,,,ES
57774470ESN,005,5777,0,44,000000000,070,0014665,0014665,000,10142019,N,I,N,N,,,ES
57774471ESN,005,5777,0,44,000000000,071,0014665,0014665,000,10142019,N,I,N,N,,,ES
57774472ESN,005,5777,0,44,000000000,072,0014665,0014665,000,10142019,N,I,N,N,,,ES
57774473ESN,005,5777,0,44,000000000,073,0014665,0014665,000,10142019,N,I,N,N,,,ES
57774474ESN,005,5777,0,44,000000000,074,0014665,0014665,000,10142019,N,I,N,N,,,ES
57774475ESN,005,5777,0,44,000000000,075,0017295,0017295,000,10142019,N,I,N,N,,,ES
57774476ESN,005,5777,0,44,000000000,076,0017295,0017295,000,10142019,N,I,N,N,,,ES
57774477ESN,005,5777,0,44,000000000,077,0017295,0017295,000,10142019,N,I,N,N,,,ES
57774478ESN,005,5777,0,44,000000000,078,0017295,0017295,000,10142019,N,I,N,N,,,ES
57774479ESN,005,5777,0,44,000000000,079,0017295,0017295,000,10142019,N,I,N,N,,,ES
57774480ESN,005,5777,0,44,000000000,080,0019781,0019781,000,10142019,N,I,N,N,,,ES
57774481ESN,005,5777,0,44,000000000,081,0019781,0019781,000,10142019,N,I,N,N,,,ES
57774482ESN,005,5777,0,44,000000000,082,0019781,0019781,000,10142019,N,I,N,N,,,ES
57774483ESN,005,5777,0,44,000000000,083,0019781,0019781,000,10142019,N,I,N,N,,,ES
57774484ESN,005,5777,0,44,000000000,084,0019781,0019781,000,10142019,N,I,N,N,,,ES
57774485ESN,005,5777,0,44,000000000,085,0022266,0022266,000,10142019,N,I,N,N,,,ES
57774486ESN,005,5777,0,44,000000000,086,0022266,0022266,000,10142019,N,I,N,N,,,ES
57774487ESN,005,5777,0,44,000000000,087,0022266,0022266,000,10142019,N,I,N,N,,,ES
57774488ESN,005,5777,0,44,000000000,088,0022266,0022266,000,10142019,N,I,N,N,,,ES
57774489ESN,005,5777,0,44,000000000,089,0022266,0022266,000,10142019,N,I,N,N,,,ES
57774490ESN,005,5777,0,44,000000000,090,0023848,0023848,000,10142019,N,I,N,N,,,ES
57774491ESN,005,5777,0,44,000000000,091,0023848,0023848,000,10142019,N,I,N,N,,,ES
57774492ESN,005,5777,0,44,000000000,092,0023848,0023848,000,10142019,N,I,N,N,,,ES
57774493ESN,005,5777,0,44,000000000,093,0023848,0023848,000,10142019,N,I,N,N,,,ES
57774494ESN,005,5777,0,44,000000000,094,0023848,0023848,000,10142019,N,I,N,N,,,ES
57774495ESN,005,5777,0,44,000000000,095,0024504,0024504,000,10142019,N,I,N,N,,,ES
57774496ESN,005,5777,0,44,000000000,096,0024504,0024504,000,10142019,N,I,N,N,,,ES
57774497ESN,005,5777,0,44,000000000,097,0024504,0024504,000,10142019,N,I,N,N,,,ES
57774498ESN,005,5777,0,44,000000000,098,0024504,0024504,000,10142019,N,I,N,N,,,ES
57774499ESN,005,5777,0,44,000000000,099,0024504,0024504,000,10142019,N,I,N,N,,,ES
577744181FN,005,5777,0,44,000000000,018,0000430,0000430,000,10142019,N,I,N,N,,,1F
577744191FN,005,5777,0,44,000000000,019,0000430,0000430,000,10142019,N,I,N,N,,,1F
577744201FN,005,5777,0,44,000000000,020,0000430,0000430,000,10142019,N,I,N,N,,,1F
577744211FN,005,5777,0,44,000000000,021,0000430,0000430,000,10142019,N,I,N,N,,,1F
577744221FN,005,5777,0,44,000000000,022,0000430,0000430,000,10142019,N,I,N,N,,,1F
577744231FN,005,5777,0,44,000000000,023,0000430,0000430,000,10142019,N,I,N,N,,,1F
577744241FN,005,5777,0,44,000000000,024,0000430,0000430,000,10142019,N,I,N,N,,,1F
577744251FN,005,5777,0,44,000000000,025,0000430,0000430,000,10142019,N,I,N,N,,,1F
577744261FN,005,5777,0,44,000000000,026,0000430,0000430,000,10142019,N,I,N,N,,,1F
577744271FN,005,5777,0,44,000000000,027,0000430,0000430,000,10142019,N,I,N,N,,,1F
577744281FN,005,5777,0,44,000000000,028,0000430,0000430,000,10142019,N,I,N,N,,,1F
577744291FN,005,5777,0,44,000000000,029,0000430,0000430,000,10142019,N,I,N,N,,,1F
577744301FN,005,5777,0,44,000000000,030,0000806,0000806,000,10142019,N,I,N,N,,,1F
577744311FN,005,5777,0,44,000000000,031,0000806,0000806,000,10142019,N,I,N,N,,,1F
577744321FN,005,5777,0,44,000000000,032,0000806,0000806,000,10142019,N,I,N,N,,,1F
577744331FN,005,5777,0,44,000000000,033,0000806,0000806,000,10142019,N,I,N,N,,,1F
577744341FN,005,5777,0,44,000000000,034,0000806,0000806,000,10142019,N,I,N,N,,,1F
577744351FN,005,5777,0,44,000000000,035,0001153,0001153,000,10142019,N,I,N,N,,,1F
577744361FN,005,5777,0,44,000000000,036,0001153,0001153,000,10142019,N,I,N,N,,,1F
577744371FN,005,5777,0,44,000000000,037,0001153,0001153,000,10142019,N,I,N,N,,,1F
577744381FN,005,5777,0,44,000000000,038,0001153,0001153,000,10142019,N,I,N,N,,,1F
577744391FN,005,5777,0,44,000000000,039,0001153,0001153,000,10142019,N,I,N,N,,,1F
577744401FN,005,5777,0,44,000000000,040,0001575,0001575,000,10142019,N,I,N,N,,,1F
577744411FN,005,5777,0,44,000000000,041,0001575,0001575,000,10142019,N,I,N,N,,,1F
577744421FN,005,5777,0,44,000000000,042,0001575,0001575,000,10142019,N,I,N,N,,,1F
577744431FN,005,5777,0,44,000000000,043,0001575,0001575,000,10142019,N,I,N,N,,,1F
577744441FN,005,5777,0,44,000000000,044,0001575,0001575,000,10142019,N,I,N,N,,,1F
577744451FN,005,5777,0,44,000000000,045,0002183,0002183,000,10142019,N,I,N,N,,,1F
577744461FN,005,5777,0,44,000000000,046,0002183,0002183,000,10142019,N,I,N,N,,,1F
577744471FN,005,5777,0,44,000000000,047,0002183,0002183,000,10142019,N,I,N,N,,,1F
577744481FN,005,5777,0,44,000000000,048,0002183,0002183,000,10142019,N,I,N,N,,,1F
577744491FN,005,5777,0,44,000000000,049,0002183,0002183,000,10142019,N,I,N,N,,,1F
577744501FN,005,5777,0,44,000000000,050,0002873,0002873,000,10142019,N,I,N,N,,,1F
577744511FN,005,5777,0,44,000000000,051,0002873,0002873,000,10142019,N,I,N,N,,,1F
577744521FN,005,5777,0,44,000000000,052,0002873,0002873,000,10142019,N,I,N,N,,,1F
577744531FN,005,5777,0,44,000000000,053,0002873,0002873,000,10142019,N,I,N,N,,,1F
577744541FN,005,5777,0,44,000000000,054,0002873,0002873,000,10142019,N,I,N,N,,,1F
577744551FN,005,5777,0,44,000000000,055,0003665,0003665,000,10142019,N,I,N,N,,,1F
577744561FN,005,5777,0,44,000000000,056,0003665,0003665,000,10142019,N,I,N,N,,,1F
577744571FN,005,5777,0,44,000000000,057,0003665,0003665,000,10142019,N,I,N,N,,,1F
577744581FN,005,5777,0,44,000000000,058,0003665,0003665,000,10142019,N,I,N,N,,,1F
577744591FN,005,5777,0,44,000000000,059,0003665,0003665,000,10142019,N,I,N,N,,,1F
577744601FN,005,5777,0,44,000000000,060,0004687,0004687,000,10142019,N,I,N,N,,,1F
577744611FN,005,5777,0,44,000000000,061,0004687,0004687,000,10142019,N,I,N,N,,,1F
577744621FN,005,5777,0,44,000000000,062,0004687,0004687,000,10142019,N,I,N,N,,,1F
577744631FN,005,5777,0,44,000000000,063,0004687,0004687,000,10142019,N,I,N,N,,,1F
577744641FN,005,5777,0,44,000000000,064,0004687,0004687,000,10142019,N,I,N,N,,,1F
577744651FN,005,5777,0,44,000000000,065,0006253,0006253,000,10142019,N,I,N,N,,,1F
577744661FN,005,5777,0,44,000000000,066,0006253,0006253,000,10142019,N,I,N,N,,,1F
577744671FN,005,5777,0,44,000000000,067,0006253,0006253,000,10142019,N,I,N,N,,,1F
577744681FN,005,5777,0,44,000000000,068,0006253,0006253,000,10142019,N,I,N,N,,,1F
577744691FN,005,5777,0,44,000000000,069,0006253,0006253,000,10142019,N,I,N,N,,,1F
577744701FN,005,5777,0,44,000000000,070,0007632,0007632,000,10142019,N,I,N,N,,,1F
577744711FN,005,5777,0,44,000000000,071,0007632,0007632,000,10142019,N,I,N,N,,,1F
577744721FN,005,5777,0,44,000000000,072,0007632,0007632,000,10142019,N,I,N,N,,,1F
577744731FN,005,5777,0,44,000000000,073,0007632,0007632,000,10142019,N,I,N,N,,,1F
577744741FN,005,5777,0,44,000000000,074,0007632,0007632,000,10142019,N,I,N,N,,,1F
577744751FN,005,5777,0,44,000000000,075,0008919,0008919,000,10142019,N,I,N,N,,,1F
577744761FN,005,5777,0,44,000000000,076,0008919,0008919,000,10142019,N,I,N,N,,,1F
577744771FN,005,5777,0,44,000000000,077,0008919,0008919,000,10142019,N,I,N,N,,,1F
577744781FN,005,5777,0,44,000000000,078,0008919,0008919,000,10142019,N,I,N,N,,,1F
577744791FN,005,5777,0,44,000000000,079,0008919,0008919,000,10142019,N,I,N,N,,,1F
577744801FN,005,5777,0,44,000000000,080,0010151,0010151,000,10142019,N,I,N,N,,,1F
577744811FN,005,5777,0,44,000000000,081,0010151,0010151,000,10142019,N,I,N,N,,,1F
577744821FN,005,5777,0,44,000000000,082,0010151,0010151,000,10142019,N,I,N,N,,,1F
577744831FN,005,5777,0,44,000000000,083,0010151,0010151,000,10142019,N,I,N,N,,,1F
577744841FN,005,5777,0,44,000000000,084,0010151,0010151,000,10142019,N,I,N,N,,,1F
577744851FN,005,5777,0,44,000000000,085,0011370,0011370,000,10142019,N,I,N,N,,,1F
577744861FN,005,5777,0,44,000000000,086,0011370,0011370,000,10142019,N,I,N,N,,,1F
577744871FN,005,5777,0,44,000000000,087,0011370,0011370,000,10142019,N,I,N,N,,,1F
577744881FN,005,5777,0,44,000000000,088,0011370,0011370,000,10142019,N,I,N,N,,,1F
577744891FN,005,5777,0,44,000000000,089,0011370,0011370,000,10142019,N,I,N,N,,,1F
577744901FN,005,5777,0,44,000000000,090,0011929,0011929,000,10142019,N,I,N,N,,,1F
577744911FN,005,5777,0,44,000000000,091,0011929,0011929,000,10142019,N,I,N,N,,,1F
577744921FN,005,5777,0,44,000000000,092,0011929,0011929,000,10142019,N,I,N,N,,,1F
577744931FN,005,5777,0,44,000000000,093,0011929,0011929,000,10142019,N,I,N,N,,,1F
577744941FN,005,5777,0,44,000000000,094,0011929,0011929,000,10142019,N,I,N,N,,,1F
577744951FN,005,5777,0,44,000000000,095,0012208,0012208,000,10142019,N,I,N,N,,,1F
577744961FN,005,5777,0,44,000000000,096,0012208,0012208,000,10142019,N,I,N,N,,,1F
577744971FN,005,5777,0,44,000000000,097,0012208,0012208,000,10142019,N,I,N,N,,,1F
577744981FN,005,5777,0,44,000000000,098,0012208,0012208,000,10142019,N,I,N,N,,,1F
577744991FN,005,5777,0,44,000000000,099,0012208,0012208,000,10142019,N,I,N,N,,,1F
577744182FN,005,5777,0,44,000000000,018,0000710,0000710,000,10142019,N,I,N,N,,,2F
577744192FN,005,5777,0,44,000000000,019,0000710,0000710,000,10142019,N,I,N,N,,,2F
577744202FN,005,5777,0,44,000000000,020,0000710,0000710,000,10142019,N,I,N,N,,,2F
577744212FN,005,5777,0,44,000000000,021,0000710,0000710,000,10142019,N,I,N,N,,,2F
577744222FN,005,5777,0,44,000000000,022,0000710,0000710,000,10142019,N,I,N,N,,,2F
577744232FN,005,5777,0,44,000000000,023,0000710,0000710,000,10142019,N,I,N,N,,,2F
577744242FN,005,5777,0,44,000000000,024,0000710,0000710,000,10142019,N,I,N,N,,,2F
577744252FN,005,5777,0,44,000000000,025,0000710,0000710,000,10142019,N,I,N,N,,,2F
577744262FN,005,5777,0,44,000000000,026,0000710,0000710,000,10142019,N,I,N,N,,,2F
577744272FN,005,5777,0,44,000000000,027,0000710,0000710,000,10142019,N,I,N,N,,,2F
577744282FN,005,5777,0,44,000000000,028,0000710,0000710,000,10142019,N,I,N,N,,,2F
577744292FN,005,5777,0,44,000000000,029,0000710,0000710,000,10142019,N,I,N,N,,,2F
577744302FN,005,5777,0,44,000000000,030,0001383,0001383,000,10142019,N,I,N,N,,,2F
577744312FN,005,5777,0,44,000000000,031,0001383,0001383,000,10142019,N,I,N,N,,,2F
577744322FN,005,5777,0,44,000000000,032,0001383,0001383,000,10142019,N,I,N,N,,,2F
577744332FN,005,5777,0,44,000000000,033,0001383,0001383,000,10142019,N,I,N,N,,,2F
577744342FN,005,5777,0,44,000000000,034,0001383,0001383,000,10142019,N,I,N,N,,,2F
577744352FN,005,5777,0,44,000000000,035,0002035,0002035,000,10142019,N,I,N,N,,,2F
577744362FN,005,5777,0,44,000000000,036,0002035,0002035,000,10142019,N,I,N,N,,,2F
577744372FN,005,5777,0,44,000000000,037,0002035,0002035,000,10142019,N,I,N,N,,,2F
577744382FN,005,5777,0,44,000000000,038,0002035,0002035,000,10142019,N,I,N,N,,,2F
577744392FN,005,5777,0,44,000000000,039,0002035,0002035,000,10142019,N,I,N,N,,,2F
577744402FN,005,5777,0,44,000000000,040,0002840,0002840,000,10142019,N,I,N,N,,,2F
577744412FN,005,5777,0,44,000000000,041,0002840,0002840,000,10142019,N,I,N,N,,,2F
577744422FN,005,5777,0,44,000000000,042,0002840,0002840,000,10142019,N,I,N,N,,,2F
577744432FN,005,5777,0,44,000000000,043,0002840,0002840,000,10142019,N,I,N,N,,,2F
577744442FN,005,5777,0,44,000000000,044,0002840,0002840,000,10142019,N,I,N,N,,,2F
577744452FN,005,5777,0,44,000000000,045,0003919,0003919,000,10142019,N,I,N,N,,,2F
577744462FN,005,5777,0,44,000000000,046,0003919,0003919,000,10142019,N,I,N,N,,,2F
577744472FN,005,5777,0,44,000000000,047,0003919,0003919,000,10142019,N,I,N,N,,,2F
577744482FN,005,5777,0,44,000000000,048,0003919,0003919,000,10142019,N,I,N,N,,,2F
577744492FN,005,5777,0,44,000000000,049,0003919,0003919,000,10142019,N,I,N,N,,,2F
577744502FN,005,5777,0,44,000000000,050,0005385,0005385,000,10142019,N,I,N,N,,,2F
577744512FN,005,5777,0,44,000000000,051,0005385,0005385,000,10142019,N,I,N,N,,,2F
577744522FN,005,5777,0,44,000000000,052,0005385,0005385,000,10142019,N,I,N,N,,,2F
577744532FN,005,5777,0,44,000000000,053,0005385,0005385,000,10142019,N,I,N,N,,,2F
577744542FN,005,5777,0,44,000000000,054,0005385,0005385,000,10142019,N,I,N,N,,,2F
577744552FN,005,5777,0,44,000000000,055,0006940,0006940,000,10142019,N,I,N,N,,,2F
577744562FN,005,5777,0,44,000000000,056,0006940,0006940,000,10142019,N,I,N,N,,,2F
577744572FN,005,5777,0,44,000000000,057,0006940,0006940,000,10142019,N,I,N,N,,,2F
577744582FN,005,5777,0,44,000000000,058,0006940,0006940,000,10142019,N,I,N,N,,,2F
577744592FN,005,5777,0,44,000000000,059,0006940,0006940,000,10142019,N,I,N,N,,,2F
577744602FN,005,5777,0,44,000000000,060,0008856,0008856,000,10142019,N,I,N,N,,,2F
577744612FN,005,5777,0,44,000000000,061,0008856,0008856,000,10142019,N,I,N,N,,,2F
577744622FN,005,5777,0,44,000000000,062,0008856,0008856,000,10142019,N,I,N,N,,,2F
577744632FN,005,5777,0,44,000000000,063,0008856,0008856,000,10142019,N,I,N,N,,,2F
577744642FN,005,5777,0,44,000000000,064,0008856,0008856,000,10142019,N,I,N,N,,,2F
577744652FN,005,5777,0,44,000000000,065,0011844,0011844,000,10142019,N,I,N,N,,,2F
